"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.310476320E2,3.102391123E0,3.718336235E0,-1.013556946E0
1.310676190E2,2.495575853E0,5.180030220E0,3.935536907E0
1.310876070E2,-4.195106505E0,4.555318962E0,4.711734905E0
1.311075950E2,-2.104939163E0,1.994061774E0,5.070304295E0
1.311275830E2,-1.362256821E0,6.318070002E-1,1.886550336E0
1.311475700E2,-1.779217676E0,-1.263304098E-1,-2.210935149E0
1.311675580E2,-6.124619257E-1,-8.573715301E-1,-1.385552713E0
1.311875460E2,4.322422609E-1,-1.477184429E0,-4.491959703E-1
1.312075330E2,9.167089283E-2,-1.083919781E0,-6.868081033E-2
1.312275210E2,-1.415495427E0,-1.048333115E0,6.145178068E-1
1.312475090E2,-1.651042908E0,4.745795009E-1,1.276333741E0
1.312674970E2,-2.614585403E0,1.521188528E0,2.226188781E0
1.312874850E2,-8.849743348E-1,9.181186920E-1,2.205092611E0
1.313074720E2,9.737166497E-1,8.261578504E-2,9.399790925E-1
1.313274600E2,1.944699726E0,1.803588469E-1,-5.380666316E-2
1.313474480E2,1.568588397E0,5.399610563E-1,-6.405554581E-1
1.313674360E2,-4.322492775E-1,7.695527098E-1,-6.989820063E-1
1.313874237E2,-1.195667893E-1,9.636356114E-1,2.302516580E-2
1.314074117E2,-1.761533357E0,1.017552860E0,-1.849451507E0
1.314273997E2,-2.566345873E0,-5.811038198E-1,2.363597764E0
1.314473877E2,6.270571607E-1,-1.997600217E0,3.000045553E0
1.314673747E2,1.064862170E0,-2.393133439E-1,8.584729993E-1
1.314873627E2,1.109373515E0,4.961991788E-1,-1.791011510E0
1.315073507E2,1.459774929E-1,1.321235387E0,-2.991914415E0
1.315273387E2,-2.322495931E0,1.457563366E0,-2.528370547E0
1.315473257E2,-7.845928448E-1,-1.822628282E-2,-9.873707753E-1
1.315673137E2,-3.069594090E0,-1.115127394E0,1.232603585E0
1.315873017E2,-1.244811401E0,-3.031239279E0,1.299056021E0
1.316072897E2,3.495447975E-1,-2.482142460E0,8.060661596E-1
1.316272767E2,1.092734678E0,-1.343748337E0,-1.830482554E0
1.316472647E2,1.330440366E0,-9.425261396E-1,-1.773095056E0
1.316672527E2,8.668830496E-1,-4.940055958E-1,-2.463224378E0
1.316872407E2,3.447834098E-1,-1.028907495E0,-2.718990362E0
1.317072277E2,2.714745283E-1,-8.077012604E-1,-7.237367785E-1
1.317272157E2,2.896962065E-1,-1.485002010E0,-1.993448548E0
1.317472037E2,1.063555902E-1,-1.290771101E0,-2.471098824E0
1.317671917E2,-6.321652883E-1,4.207086280E-1,4.853766696E0
1.317871787E2,-5.788573927E-1,9.057883760E-1,1.303240288E0
1.318071667E2,1.469262621E0,8.039108394E-2,8.298263204E-1
1.318271547E2,2.250735977E0,-2.815419353E-1,3.614965063E-1
1.318471427E2,1.780847880E0,-6.605193872E-1,1.221233674E0
1.318671297E2,1.879583378E0,2.917872439E-1,9.628621709E-1
1.318871177E2,3.728479984E-1,3.037785237E0,-1.334705325E0
1.319071057E2,9.393078321E-1,2.226956959E0,-2.640951083E0
1.319270937E2,5.615578204E-1,-2.008071265E-1,7.134053332E-1
1.319470807E2,-6.574378315E-1,3.574568112E-1,1.878957726E0
1.319670687E2,6.750494988E-1,1.524369121E-2,-3.101029891E-1
1.319870567E2,-1.070113555E-2,-2.872549939E-1,-2.070779729E-1
1.320070447E2,2.317636018E-1,6.465207875E-2,1.547494859E0
1.320270317E2,1.184686237E0,4.883161819E-1,1.089333937E0
1.320470197E2,4.580372527E-1,-8.107076794E-2,5.939040327E-1
1.320670077E2,-6.816575834E-1,-8.278865066E-1,5.560555905E-1
1.320869957E2,-7.040994895E-1,-7.194177327E-1,-1.022712516E0
1.321069827E2,-1.226817034E0,5.278813666E-1,-1.348514110E-1
1.321269707E2,-4.592154667E-1,7.922164446E-1,4.724199414E-1
1.321469587E2,-1.755025552E0,3.307202715E-1,-3.916061586E-1
1.321669467E2,-8.147612616E-1,-6.893115887E-1,-5.165196419E-2
1.321869337E2,4.544559793E-1,-9.930221093E-1,-5.988636410E-1
1.322069217E2,-1.089878605E-1,-4.404140371E-1,-6.691278774E-1
1.322269097E2,-3.992917389E-3,1.054662872E0,-9.107506156E-2
1.322468977E2,-1.148539773E0,5.974164551E-1,1.327768189E0
1.322668847E2,-7.423806256E-1,-3.107534918E-1,9.381530070E-1
1.322868727E2,8.620111495E-3,2.097779247E-1,-1.209999418E0
1.323068607E2,-8.630050300E-1,-1.338827612E0,2.710868579E0
1.323268487E2,4.664872102E-1,-2.252013593E0,6.488643515E-1
1.323468357E2,4.850108971E-1,-2.992925691E0,-3.712455690E-1
1.323668237E2,6.356768337E-1,1.177164379E-1,-6.011937565E-1
1.323868117E2,5.105868376E-1,1.072170313E0,-2.750968784E-1
1.324067993E2,1.495756063E0,1.464704132E0,-1.223658514E-1
1.324267863E2,1.443705904E0,8.735254866E-1,-7.074452662E-1
1.324467743E2,1.949585952E-1,-4.424330807E-1,-5.896940374E-1
1.324667623E2,-5.305954979E-1,-8.723849872E-1,4.311777753E-1
1.324867503E2,-1.498838131E0,-1.260482524E0,9.072019404E-1
1.325067373E2,4.276209505E-1,-4.695226461E-1,7.633376312E-1
1.325267253E2,1.070321277E0,5.033441108E-1,1.320656805E0
1.325467133E2,1.989624761E0,9.557063484E-1,1.178204598E0
1.325667013E2,1.349470568E0,1.459848604E0,1.624367618E0
1.325866883E2,3.653481038E-2,9.201605397E-1,1.786178786E0
1.326066763E2,-9.124053045E-1,-1.132627307E0,5.884655374E-1
1.326266643E2,-2.707534204E0,-2.441918879E0,-6.292294014E-1
1.326466523E2,-2.799447757E0,-1.435104942E0,-7.646462381E-1
1.326666393E2,-1.057534878E0,-3.793080023E-1,-1.376631031E0
1.326866273E2,8.653996110E-2,2.161285856E-1,-4.590847814E-1
1.327066153E2,-2.646962897E-1,3.575417420E-1,2.312339902E-2
1.327266033E2,-2.191111042E-1,4.681517664E-1,-5.943694711E-3
1.327465903E2,7.344037078E-1,6.347450799E-1,1.415809130E0
1.327665783E2,5.697747664E-1,7.142520100E-1,1.663120040E0
1.327865663E2,4.798709022E-1,3.512165165E-1,4.234302145E-1
1.328065543E2,-3.835674065E-1,1.717720462E-1,-1.461153703E0
1.328265413E2,9.784219041E-2,-3.414982979E-1,-1.305458722E0
1.328465293E2,8.928702687E-1,4.372512782E-1,4.577445996E-1
1.328665173E2,1.585270211E0,1.053888262E0,1.644330012E0
1.328865053E2,1.338613897E0,1.024505565E0,7.397581494E-1
1.329064923E2,1.118999786E0,2.148359124E-1,7.553725541E-2
1.329264803E2,4.264665274E-1,5.423438698E-3,-5.373842615E-1
1.329464683E2,8.799889988E-1,6.524330534E-2,-1.404159138E0
1.329664563E2,2.012602857E-1,-6.710426943E-1,-1.867854449E0
1.329864433E2,-3.620220248E-1,-1.421869623E-1,-1.362308861E0
1.330064313E2,3.761620541E-1,1.935092166E-2,-6.426054919E-1
1.330264193E2,-1.407230388E-1,1.149173027E-1,-3.628729409E-1
1.330464073E2,-7.607329890E-2,-2.294513934E-1,-6.551775903E-1
1.330663943E2,2.346410166E-1,-2.711651741E-1,-1.369710267E-2
1.330863823E2,-7.753320247E-2,-1.891807056E-1,-3.675852120E-1
1.331063703E2,-5.669284880E-2,-5.080468802E-1,-9.985190767E-1
1.331263583E2,-2.216372475E-1,-7.085446890E-1,-7.211996716E-1
1.331463453E2,1.231732057E-1,7.139252968E-2,-7.762231404E-1
1.331663333E2,-2.050177065E-1,1.378074252E-1,-1.129262234E0
1.331863213E2,-4.223027252E-1,-7.078438271E-2,-6.614066291E-1
1.332063093E2,-5.930509239E-2,1.506022568E-1,2.135958642E-1
1.332262963E2,8.460014731E-2,-1.600648607E-1,3.944724637E-1
1.332462843E2,-2.355242385E-1,-3.495730104E-1,-6.732133269E-2
1.332662723E2,1.465462808E-1,6.488189260E-2,-4.388195014E-1
1.332862603E2,-2.591852890E-1,2.565168208E-1,-5.517105246E-1
1.333062473E2,-4.279128362E-1,4.634334288E-1,-6.778349662E-1
1.333262353E2,-1.993862531E-1,3.526808786E-1,-3.118776190E-1
1.333462233E2,-3.170959666E-1,-5.663500522E-1,1.685144162E-1
1.333662113E2,-2.065219027E-1,-6.446012928E-1,6.347579437E-1
1.333861983E2,9.537919700E-2,-3.902744187E-1,7.913621664E-2
1.334061875E2,1.826034285E-1,-3.085152508E-1,-7.653671998E-1
1.334261755E2,-4.967765182E-2,-1.221729572E-1,-1.245005529E0
