"Time (ms)","Recording (a.u.)"
6.689836736E1,1.424071938E-2
6.691920148E1,1.480413601E-2
6.694003561E1,1.519377157E-2
6.696086973E1,1.563937590E-2
6.698170385E1,1.600796916E-2
6.700253797E1,1.626313664E-2
6.702337210E1,1.657343097E-2
6.704420622E1,1.666213013E-2
6.706504034E1,1.676931977E-2
6.708587446E1,1.679776981E-2
6.710670859E1,1.678070799E-2
6.712754271E1,1.694195718E-2
6.714837683E1,1.679210179E-2
6.716921095E1,1.669588313E-2
6.719004508E1,1.666259393E-2
6.721087920E1,1.639546826E-2
6.723171332E1,1.625355519E-2
6.725254744E1,1.587371342E-2
6.727338157E1,1.546454988E-2
6.729421569E1,1.506645512E-2
6.731504981E1,1.448031329E-2
6.733588393E1,1.406281721E-2
6.735671806E1,1.352371182E-2
6.737755218E1,1.300525758E-2
6.739838630E1,1.245596260E-2
6.741922043E1,1.174727641E-2
6.744005455E1,1.118871383E-2
6.746088867E1,1.041076146E-2
6.748172279E1,9.650962427E-3
6.750255692E1,9.000362828E-3
6.752339104E1,8.123870939E-3
6.754422516E1,7.407949306E-3
6.756505928E1,6.605800241E-3
6.758589341E1,5.717269611E-3
6.760672753E1,4.993526265E-3
6.762756165E1,4.167988896E-3
6.764839577E1,3.472123994E-3
6.766922990E1,2.738119336E-3
6.769006402E1,2.039297950E-3
6.771089814E1,1.460856525E-3
6.773173226E1,7.437237073E-4
6.775256639E1,1.995100465E-4
6.777340051E1,-4.469365231E-4
6.779423463E1,-1.088096062E-3
6.781506875E1,-1.637071837E-3
6.783590288E1,-2.361898776E-3
6.785673700E1,-2.809801139E-3
6.787757112E1,-3.225988010E-3
6.789840524E1,-3.764309455E-3
6.791923937E1,-4.178059287E-3
6.794007349E1,-4.612280056E-3
6.796090761E1,-4.858137574E-3
6.798174173E1,-4.991788417E-3
6.800257586E1,-5.159745924E-3
6.802340998E1,-5.198247731E-3
6.804424410E1,-5.291480571E-3
6.806507822E1,-5.276743323E-3
6.808591235E1,-5.194725934E-3
6.810674647E1,-5.150930025E-3
6.812758059E1,-4.872453399E-3
6.814841471E1,-4.738963209E-3
6.816924884E1,-4.589375108E-3
6.819008296E1,-4.307076335E-3
6.821091708E1,-4.091025330E-3
6.823175120E1,-3.745574737E-3
6.825258533E1,-3.450130578E-3
6.827341945E1,-2.944593085E-3
6.829425357E1,-2.428287640E-3
6.831508769E1,-2.052025404E-3
6.833592182E1,-1.394835766E-3
6.835675594E1,-7.770823431E-4
6.837759006E1,1.646167948E-5
6.839842418E1,8.610077202E-4
6.841925831E1,1.451545511E-3
6.844009243E1,2.230992075E-3
6.846092655E1,2.889676951E-3
6.848176067E1,3.601044416E-3
6.850259480E1,4.499613307E-3
6.852342892E1,5.170374177E-3
6.854426304E1,6.050494500E-3
6.856509716E1,6.839939859E-3
6.858593129E1,7.525640540E-3
6.860676541E1,8.429116569E-3
6.862759953E1,9.114481509E-3
6.864843365E1,9.924979880E-3
6.866926778E1,1.061613671E-2
6.869010190E1,1.119589899E-2
6.871093602E1,1.198127307E-2
6.873177014E1,1.251577027E-2
6.875260427E1,1.327137835E-2
6.877343839E1,1.400246564E-2
6.879427251E1,1.448923349E-2
6.881510663E1,1.518658549E-2
6.883594076E1,1.573576778E-2
6.885677488E1,1.632178761E-2
6.887760900E1,1.677583903E-2
6.889844312E1,1.699798927E-2
6.891927725E1,1.733110100E-2
6.894011137E1,1.740399003E-2
6.896094549E1,1.755145378E-2
6.898177961E1,1.765964925E-2
6.900261374E1,1.762705483E-2
6.902344786E1,1.787210628E-2
6.904428198E1,1.775851101E-2
6.906511610E1,1.772170514E-2
6.908595023E1,1.780343801E-2
6.910678435E1,1.760277897E-2
6.912761847E1,1.768938452E-2
6.914845259E1,1.744863763E-2
6.916928672E1,1.704996452E-2
6.919012084E1,1.671653055E-2
6.921095496E1,1.615358703E-2
6.923178908E1,1.572317630E-2
6.925262321E1,1.511429623E-2
6.927345733E1,1.459674351E-2
6.929429145E1,1.410426013E-2
6.931512557E1,1.359248906E-2
6.933595970E1,1.325841434E-2
6.935679382E1,1.254448015E-2
6.937762794E1,1.192030497E-2
6.939846206E1,1.125504542E-2
6.941929619E1,1.040140353E-2
6.944013031E1,9.754225612E-3
6.946096443E1,8.923023939E-3
6.948179855E1,8.154342882E-3
6.950263268E1,7.415135391E-3
6.952346680E1,6.737827323E-3
6.954430092E1,6.129433401E-3
6.956513504E1,5.226301029E-3
6.958596917E1,4.607658833E-3
6.960680329E1,3.810118651E-3
6.962763741E1,2.868644893E-3
6.964847153E1,2.252974315E-3
6.966930566E1,1.244442421E-3
6.969013978E1,5.430956371E-4
6.971097390E1,-5.883615813E-5
6.973180802E1,-9.183995426E-4
6.975264215E1,-1.423849608E-3
6.977347627E1,-2.157726558E-3
6.979431039E1,-2.834793413E-3
6.981514451E1,-3.446346382E-3
6.983597864E1,-4.094343167E-3
6.985681276E1,-4.483677447E-3
6.987764688E1,-4.978924058E-3
6.989848100E1,-5.254458636E-3
6.991931513E1,-5.467554089E-3
6.994014925E1,-5.706297234E-3
6.996098337E1,-5.815630313E-3
6.998181749E1,-6.082256325E-3
7.000265162E1,-6.217909046E-3
7.002348574E1,-6.413415074E-3
7.004431986E1,-6.603337824E-3
7.006515398E1,-6.547308527E-3
7.008598811E1,-6.587554701E-3
7.010682223E1,-6.373726297E-3
7.012765635E1,-6.167941727E-3
7.014849047E1,-6.084034685E-3
7.016932460E1,-5.574723240E-3
7.019015872E1,-5.150421988E-3
7.021099284E1,-4.686716013E-3
7.023182696E1,-4.146229941E-3
7.025266109E1,-3.822489642E-3
7.027349521E1,-3.354388755E-3
7.029432933E1,-3.028311301E-3
7.031516345E1,-2.607725095E-3
7.033599758E1,-1.966053154E-3
7.035683170E1,-1.254555420E-3
7.037766582E1,-2.952023642E-4
7.039849994E1,4.456283641E-4
7.041933407E1,1.284887549E-3
7.044016819E1,2.223161981E-3
7.046100231E1,2.902999055E-3
7.048183643E1,3.688221797E-3
7.050267056E1,4.347268026E-3
7.052350468E1,5.100904498E-3
7.054433880E1,5.977226421E-3
7.056517292E1,6.699043326E-3
7.058600705E1,7.576507516E-3
7.060684117E1,8.247286081E-3
7.062767529E1,8.957249112E-3
7.064850941E1,9.806737304E-3
7.066934354E1,1.035123691E-2
7.069017766E1,1.114328019E-2
7.071101178E1,1.189714298E-2
7.073184590E1,1.245539449E-2
7.075268003E1,1.303096954E-2
7.077351415E1,1.339600235E-2
7.079434827E1,1.392644830E-2
7.081518239E1,1.438754331E-2
7.083601652E1,1.481656358E-2
7.085685064E1,1.539632492E-2
7.087768476E1,1.587183960E-2
7.089851888E1,1.641755179E-2
7.091935301E1,1.664918475E-2
7.094018713E1,1.668094099E-2
7.096102125E1,1.681753621E-2
7.098185537E1,1.679424942E-2
7.100268950E1,1.681863144E-2
7.102352362E1,1.676012203E-2
7.104435774E1,1.659138873E-2
7.106519186E1,1.648011804E-2
7.108602599E1,1.625429094E-2
7.110686011E1,1.610945351E-2
7.112769423E1,1.579536684E-2
7.114852835E1,1.529296488E-2
7.116936248E1,1.494979858E-2
7.119019660E1,1.436801907E-2
7.121103072E1,1.388782077E-2
7.123186484E1,1.351486333E-2
7.125269897E1,1.293527894E-2
7.127353309E1,1.258950122E-2
7.129436721E1,1.211377233E-2
7.131520133E1,1.155325770E-2
7.133603546E1,1.100259274E-2
7.135686958E1,1.020943560E-2
7.137770370E1,9.454326704E-3
7.139853782E1,8.623671718E-3
7.141937195E1,7.854456082E-3
7.144020607E1,7.085779682E-3
7.146104019E1,6.280285306E-3
7.148187431E1,5.687740166E-3
7.150270844E1,4.857748747E-3
7.152354256E1,3.996818792E-3
7.154437668E1,3.232750110E-3
7.156521080E1,2.332619857E-3
7.158604493E1,1.682026545E-3
7.160687905E1,9.991688421E-4
7.162771317E1,2.601132146E-4
7.164854729E1,-4.053880984E-4
7.166938142E1,-1.196593046E-3
7.169021554E1,-1.760914107E-3
7.171104966E1,-2.322274959E-3
7.173188378E1,-2.875489648E-3
7.175271791E1,-3.402012633E-3
7.177355203E1,-4.053601995E-3
7.179438615E1,-4.532068036E-3
7.181522027E1,-5.132606253E-3
7.183605440E1,-5.637008697E-3
7.185688852E1,-6.161249243E-3
7.187772264E1,-6.780389696E-3
7.189855676E1,-6.974718533E-3
7.191939089E1,-7.269521244E-3
7.194022501E1,-7.432524581E-3
7.196105913E1,-7.381994743E-3
7.198189325E1,-7.544674911E-3
7.200272738E1,-7.496193517E-3
7.202356150E1,-7.412631530E-3
7.204439562E1,-7.330026012E-3
7.206522974E1,-7.084116340E-3
7.208606387E1,-6.788735278E-3
7.210689799E1,-6.386012305E-3
7.212773211E1,-6.070241798E-3
7.214856623E1,-5.584702827E-3
7.216940036E1,-5.064452067E-3
7.219023448E1,-4.722951911E-3
7.221106860E1,-4.112227354E-3
7.223190272E1,-3.632020438E-3
7.225273685E1,-3.113599261E-3
7.227357097E1,-2.443311736E-3
7.229440509E1,-1.960954163E-3
7.231523921E1,-1.223929576E-3
7.233607334E1,-5.724934163E-4
7.235690746E1,6.061082240E-5
7.237774158E1,7.996646455E-4
7.239857570E1,1.302183839E-3
7.241940983E1,2.048169728E-3
7.244024395E1,2.845075913E-3
7.246107807E1,3.691259306E-3
7.248191219E1,4.738201853E-3
7.250274632E1,5.553580355E-3
7.252358044E1,6.442986429E-3
7.254441456E1,7.306884509E-3
7.256524868E1,7.983190008E-3
7.258608281E1,8.692467585E-3
7.260691693E1,9.296398610E-3
7.262775105E1,1.002593152E-2
7.264858517E1,1.067241468E-2
7.266941930E1,1.118483767E-2
7.269025342E1,1.178491861E-2
7.271108754E1,1.218490489E-2
7.273192166E1,1.270197146E-2
7.275275579E1,1.322551630E-2
7.277358991E1,1.361878030E-2
7.279442403E1,1.408383064E-2
7.281525815E1,1.442437246E-2
7.283609228E1,1.482695527E-2
7.285692640E1,1.513706893E-2
7.287776052E1,1.532402262E-2
7.289859464E1,1.556880120E-2
7.291942877E1,1.563792676E-2
7.294026289E1,1.574996114E-2
7.296109701E1,1.582265459E-2
7.298193113E1,1.565387473E-2
7.300276526E1,1.557830349E-2
7.302359938E1,1.543698274E-2
7.304443350E1,1.519565191E-2
7.306526762E1,1.502069272E-2
7.308610175E1,1.471344382E-2
7.310693587E1,1.440070570E-2
7.312776999E1,1.403746195E-2
7.314860411E1,1.357673295E-2
7.316943824E1,1.310898550E-2
7.319027236E1,1.265123021E-2
7.321110648E1,1.217246614E-2
7.323194060E1,1.142878644E-2
7.325277473E1,1.071066782E-2
7.327360885E1,9.949753061E-3
7.329444297E1,9.175584652E-3
7.331527709E1,8.634040132E-3
7.333611122E1,7.831919007E-3
7.335694534E1,7.107964251E-3
7.337777946E1,6.463778205E-3
7.339861358E1,5.669135135E-3
7.341944771E1,5.033127964E-3
7.344028183E1,4.216851667E-3
7.346111595E1,3.365833545E-3
7.348195007E1,2.525592223E-3
7.350278420E1,1.599796582E-3
7.352361832E1,8.402852109E-4
7.354445244E1,-1.372082625E-5
7.356528656E1,-8.080043481E-4
7.358612069E1,-1.485209679E-3
7.360695481E1,-2.175386762E-3
7.362778893E1,-2.664465923E-3
7.364862305E1,-3.223195672E-3
7.366945718E1,-3.740456887E-3
7.369029130E1,-4.275571555E-3
7.371112542E1,-5.054309033E-3
7.373195954E1,-5.713472143E-3
7.375279367E1,-6.425153464E-3
7.377362779E1,-6.935092621E-3
7.379446191E1,-7.300522178E-3
7.381529603E1,-7.778477855E-3
7.383613016E1,-7.947220467E-3
7.385696428E1,-8.261795156E-3
7.387779840E1,-8.531827480E-3
7.389863252E1,-8.587274700E-3
7.391946665E1,-8.840737864E-3
7.394030077E1,-8.832989261E-3
7.396113489E1,-8.747334592E-3
7.398196901E1,-8.774721995E-3
7.400280314E1,-8.718639612E-3
7.402363726E1,-8.721675724E-3
7.404447138E1,-8.566863835E-3
7.406530550E1,-8.351841941E-3
7.408613963E1,-8.220079355E-3
7.410697375E1,-7.930610329E-3
7.412780787E1,-7.547359914E-3
7.414864199E1,-6.933500990E-3
7.416947612E1,-6.309784949E-3
7.419031024E1,-5.816836841E-3
7.421114436E1,-5.161107518E-3
7.423197848E1,-4.668270238E-3
7.425281261E1,-4.087785259E-3
7.427364673E1,-3.447586903E-3
7.429448085E1,-2.952485578E-3
7.431531497E1,-2.252640203E-3
7.433614910E1,-1.608080231E-3
7.435698322E1,-8.727354580E-4
7.437781734E1,-1.045973331E-4
7.439865146E1,6.435374380E-4
7.441948559E1,1.531695714E-3
7.444031971E1,2.285994124E-3
7.446115383E1,3.073369619E-3
7.448198795E1,3.730365541E-3
7.450282208E1,4.338136874E-3
7.452365620E1,5.012754351E-3
7.454449032E1,5.615250207E-3
7.456532444E1,6.506807171E-3
7.458615857E1,7.238522638E-3
7.460699269E1,7.878535427E-3
7.462782681E1,8.753758855E-3
7.464866093E1,9.266147390E-3
7.466949506E1,9.860848077E-3
7.469032918E1,1.045243908E-2
7.471116330E1,1.070467196E-2
7.473199742E1,1.119402517E-2
7.475283155E1,1.152495202E-2
7.477366567E1,1.187451649E-2
7.479449979E1,1.234492846E-2
7.481533391E1,1.249898598E-2
7.483616804E1,1.268752106E-2
7.485700216E1,1.277974062E-2
7.487783628E1,1.294479147E-2
7.489867040E1,1.312365569E-2
7.491950453E1,1.308791712E-2
7.494033865E1,1.319008507E-2
7.496117277E1,1.313541830E-2
7.498200689E1,1.307447441E-2
7.500284102E1,1.304879226E-2
7.502367514E1,1.275687478E-2
7.504450926E1,1.250750571E-2
7.506534338E1,1.213980466E-2
7.508617751E1,1.165440306E-2
7.510701163E1,1.117013022E-2
7.512784575E1,1.060748100E-2
7.514867987E1,1.013335027E-2
7.516951400E1,9.517904371E-3
7.519034812E1,8.886256255E-3
7.521118224E1,8.235204965E-3
7.523201636E1,7.425962482E-3
7.525285049E1,6.799232215E-3
7.527368461E1,6.122796796E-3
7.529451873E1,5.502489861E-3
7.531535285E1,4.879816435E-3
7.533618698E1,4.115459509E-3
7.535702110E1,3.498141188E-3
7.537785522E1,2.654351527E-3
7.539868934E1,1.863802434E-3
7.541952347E1,1.178422710E-3
7.544035759E1,3.039738513E-4
7.546119171E1,-4.763003963E-4
7.548202583E1,-1.345159253E-3
7.550285996E1,-2.093865536E-3
7.552369408E1,-2.728969092E-3
7.554452820E1,-3.508090740E-3
7.556536232E1,-4.182209261E-3
7.558619645E1,-4.982000683E-3
7.560703057E1,-5.768990144E-3
7.562786469E1,-6.294676103E-3
7.564869881E1,-6.846314296E-3
7.566953294E1,-7.249813993E-3
7.569036706E1,-7.738755550E-3
7.571120118E1,-8.488172665E-3
7.573203530E1,-9.091350250E-3
7.575286943E1,-9.725861251E-3
7.577370355E1,-1.019455027E-2
7.579453767E1,-1.042978559E-2
7.581537179E1,-1.055444032E-2
7.583620592E1,-1.052064821E-2
7.585704004E1,-1.071658451E-2
7.587787416E1,-1.080081239E-2
7.589870828E1,-1.083654724E-2
7.591954241E1,-1.097319275E-2
7.594037653E1,-1.084665582E-2
7.596121065E1,-1.074648276E-2
7.598204477E1,-1.049386896E-2
7.600287890E1,-1.017939299E-2
7.602371302E1,-9.932551533E-3
7.604454714E1,-9.526291862E-3
7.606538126E1,-9.225262329E-3
7.608621539E1,-8.704397827E-3
7.610704951E1,-8.109575137E-3
7.612788363E1,-7.670020685E-3
7.614871775E1,-6.926475558E-3
7.616955188E1,-6.237289868E-3
7.619038600E1,-5.539044272E-3
7.621122012E1,-4.743458703E-3
7.623205424E1,-4.101302475E-3
7.625288837E1,-3.382566851E-3
7.627372249E1,-2.774983412E-3
7.629455661E1,-2.010017401E-3
7.631539073E1,-1.134462538E-3
7.633622486E1,-3.270357556E-4
7.635705898E1,6.977690500E-4
7.637789310E1,1.454207348E-3
7.639872722E1,2.229830250E-3
7.641956135E1,3.165153321E-3
7.644039547E1,3.901266959E-3
7.646122959E1,4.764577374E-3
7.648206371E1,5.510867573E-3
7.650289784E1,6.153266877E-3
7.652373196E1,6.906934083E-3
7.654456608E1,7.561089471E-3
7.656540020E1,8.309400640E-3
7.658623433E1,9.022540413E-3
7.660706845E1,9.656419046E-3
7.662790257E1,1.034886017E-2
7.664873669E1,1.099680550E-2
7.666957082E1,1.185727865E-2
7.669040494E1,1.257529855E-2
7.671123906E1,1.311150379E-2
7.673207318E1,1.362495031E-2
7.675290731E1,1.388030499E-2
7.677374143E1,1.425464079E-2
7.679457555E1,1.443476882E-2
7.681540967E1,1.453627646E-2
7.683624380E1,1.465213485E-2
7.685707792E1,1.443690993E-2
7.687791204E1,1.434813626E-2
7.689874616E1,1.416118443E-2
7.691958029E1,1.411064155E-2
7.694041441E1,1.421487238E-2
7.696124853E1,1.403954811E-2
7.698208265E1,1.400482841E-2
7.700291678E1,1.381017826E-2
7.702375090E1,1.350080781E-2
7.704458502E1,1.328006014E-2
7.706541914E1,1.280304976E-2
7.708625327E1,1.232838910E-2
7.710708739E1,1.184449811E-2
7.712792151E1,1.129969954E-2
7.714875563E1,1.076944731E-2
7.716958976E1,1.015514880E-2
7.719042388E1,9.621359408E-3
7.721125800E1,9.003441781E-3
7.723209212E1,8.259568363E-3
7.725292625E1,7.408333011E-3
7.727376037E1,6.472256035E-3
7.729459449E1,5.714670289E-3
7.731542861E1,4.857867025E-3
7.733626274E1,4.003455862E-3
7.735709686E1,3.239767626E-3
7.737793098E1,2.441048156E-3
7.739876510E1,1.828344190E-3
7.741959923E1,1.146790572E-3
7.744043335E1,4.771081731E-4
7.746126747E1,-1.003104771E-4
7.748210159E1,-8.579747519E-4
7.750293572E1,-1.570843859E-3
7.752376984E1,-2.209470607E-3
7.754460396E1,-2.807420678E-3
7.756543808E1,-3.357695881E-3
7.758627221E1,-4.000668414E-3
7.760710633E1,-4.593390971E-3
7.762794045E1,-5.225155503E-3
7.764877457E1,-5.888509564E-3
7.766960870E1,-6.364371628E-3
7.769044282E1,-6.819605362E-3
7.771127694E1,-7.168439217E-3
7.773211106E1,-7.457049564E-3
7.775294519E1,-7.730666082E-3
7.777377931E1,-7.822176442E-3
7.779461343E1,-7.979783230E-3
7.781544755E1,-8.084279485E-3
7.783628168E1,-8.194522932E-3
7.785711580E1,-8.364465088E-3
7.787794992E1,-8.336573839E-3
7.789878404E1,-8.352061734E-3
7.791961817E1,-8.282732219E-3
7.794045229E1,-8.096008562E-3
7.796128641E1,-7.893690839E-3
7.798212053E1,-7.627546322E-3
7.800295466E1,-7.423573174E-3
7.802378878E1,-7.095596287E-3
7.804462290E1,-6.726262160E-3
7.806545702E1,-6.285342388E-3
7.808629115E1,-5.620820913E-3
7.810712527E1,-4.979053512E-3
7.812795939E1,-4.276380409E-3
7.814879351E1,-3.611658001E-3
7.816962764E1,-3.144437447E-3
7.819046176E1,-2.600930165E-3
7.821129588E1,-2.007487928E-3
7.823213000E1,-1.373282867E-3
7.825296413E1,-6.329042953E-4
7.827379825E1,5.224393681E-5
7.829463237E1,7.012442220E-4
7.831546649E1,1.349729486E-3
7.833630062E1,2.039928455E-3
7.835713474E1,2.861881163E-3
7.837796886E1,3.866092069E-3
7.839880298E1,4.864298739E-3
7.841963711E1,5.720753223E-3
7.844047123E1,6.605993956E-3
7.846130535E1,7.330659777E-3
7.848213947E1,7.973486558E-3
7.850297360E1,8.701388724E-3
7.852380772E1,9.283415042E-3
7.854464184E1,9.887606837E-3
7.856547596E1,1.051396877E-2
7.858631009E1,1.104132086E-2
7.860714421E1,1.150024869E-2
7.862797833E1,1.182305999E-2
7.864881246E1,1.219396200E-2
7.866964658E1,1.257890649E-2
7.869048070E1,1.293711178E-2
7.871131482E1,1.339463145E-2
7.873214895E1,1.367004588E-2
7.875298307E1,1.383336540E-2
7.877381719E1,1.393431146E-2
7.879465131E1,1.398238726E-2
7.881548544E1,1.416462939E-2
7.883631956E1,1.417526696E-2
7.885715368E1,1.418003161E-2
7.887798780E1,1.409209333E-2
7.889882193E1,1.374355331E-2
7.891965605E1,1.344138850E-2
7.894049017E1,1.297341287E-2
7.896132429E1,1.252686232E-2
7.898215842E1,1.206465159E-2
7.900299254E1,1.150658261E-2
7.902382666E1,1.110162865E-2
7.904466078E1,1.052911580E-2
7.906549491E1,9.943610057E-3
7.908632903E1,9.351374581E-3
7.910716315E1,8.594734594E-3
7.912799727E1,8.051906712E-3
7.914883140E1,7.487248629E-3
7.916966552E1,6.803204305E-3
7.919049964E1,6.090527866E-3
7.921133376E1,5.216718651E-3
7.923216789E1,4.525556695E-3
7.925300201E1,3.800309030E-3
7.927383613E1,2.918046201E-3
7.929467025E1,2.160012256E-3
7.931550438E1,1.351114479E-3
7.933633850E1,6.425484316E-4
7.935717262E1,-4.737661220E-5
7.937800674E1,-9.269057191E-4
7.939884087E1,-1.922017662E-3
7.941967499E1,-2.882126253E-3
7.944050911E1,-3.648667596E-3
7.946134323E1,-4.428518005E-3
7.948217736E1,-5.201765336E-3
7.950301148E1,-5.935168825E-3
7.952384560E1,-6.589740515E-3
7.954467972E1,-7.140768692E-3
7.956551385E1,-7.694292814E-3
7.958634797E1,-8.130479604E-3
7.960718209E1,-8.676291443E-3
7.962801621E1,-9.204726666E-3
7.964885034E1,-9.663042612E-3
7.966968446E1,-1.035849284E-2
7.969051858E1,-1.084250771E-2
7.971135270E1,-1.122768968E-2
7.973218683E1,-1.170952246E-2
7.975302095E1,-1.187934726E-2
7.977385507E1,-1.206101291E-2
7.979468919E1,-1.222154591E-2
7.981552332E1,-1.220801659E-2
7.983635744E1,-1.227463502E-2
7.985719156E1,-1.201338880E-2
7.987802568E1,-1.167383231E-2
7.989885981E1,-1.148515195E-2
7.991969393E1,-1.119967736E-2
7.994052805E1,-1.115518622E-2
7.996136217E1,-1.106214151E-2
7.998219630E1,-1.086824574E-2
8.000303042E1,-1.066674106E-2
8.002386454E1,-1.016251557E-2
8.004469866E1,-9.591088630E-3
8.006553279E1,-8.998867124E-3
8.008636691E1,-8.494339883E-3
8.010720103E1,-7.954715751E-3
8.012803515E1,-7.260689978E-3
8.014886928E1,-6.696115714E-3
8.016970340E1,-6.039645057E-3
8.019053752E1,-5.294281989E-3
8.021137164E1,-4.509565420E-3
8.023220577E1,-3.712818958E-3
8.025303989E1,-3.012395464E-3
8.027387401E1,-2.162590623E-3
8.029470813E1,-1.283756690E-3
8.031554226E1,-4.041040374E-4
8.033637638E1,4.169979948E-4
8.035721050E1,1.079008332E-3
8.037804462E1,1.956956927E-3
8.039887875E1,2.744698664E-3
8.041971287E1,3.449707758E-3
8.044054699E1,4.260074813E-3
8.046138111E1,4.821050446E-3
8.048221524E1,5.551745649E-3
8.050304936E1,6.254897919E-3
8.052388348E1,6.856595166E-3
8.054471760E1,7.593052462E-3
8.056555173E1,7.986173034E-3
8.058638585E1,8.507375605E-3
8.060721997E1,8.977275342E-3
8.062805409E1,9.230190888E-3
8.064888822E1,9.661204182E-3
8.066972234E1,9.891444817E-3
8.069055646E1,1.025076024E-2
8.071139058E1,1.046692021E-2
8.073222471E1,1.041527092E-2
8.075305883E1,1.047783718E-2
8.077389295E1,1.029275265E-2
8.079472707E1,1.040782128E-2
8.081556120E1,1.057693735E-2
8.083639532E1,1.053426415E-2
8.085722944E1,1.061756350E-2
8.087806356E1,1.021002606E-2
8.089889769E1,9.935043752E-3
8.091973181E1,9.733553976E-3
8.094056593E1,9.185819887E-3
8.096140005E1,8.958712220E-3
8.098223418E1,8.497469127E-3
8.100306830E1,8.011445403E-3
8.102390242E1,7.608246990E-3
8.104473654E1,6.801618263E-3
8.106557067E1,6.160839926E-3
8.108640479E1,5.441969261E-3
8.110723891E1,4.706796724E-3
8.112807303E1,4.075948149E-3
8.114890716E1,3.147122683E-3
8.116974128E1,2.438178752E-3
8.119057540E1,1.707149670E-3
8.121140952E1,8.847801946E-4
8.123224365E1,2.700638142E-4
8.125307777E1,-5.070385523E-4
8.127391189E1,-1.198707847E-3
8.129474601E1,-2.028059680E-3
8.131558014E1,-2.874520374E-3
8.133641426E1,-3.580912948E-3
8.135724838E1,-4.449361935E-3
8.137808250E1,-5.010082386E-3
8.139891663E1,-5.788804032E-3
8.141975075E1,-6.608311087E-3
8.144058487E1,-7.184831426E-3
8.146141899E1,-8.062917739E-3
8.148225312E1,-8.675931022E-3
8.150308724E1,-9.369971231E-3
8.152392136E1,-1.002786495E-2
8.154475548E1,-1.040433906E-2
8.156558961E1,-1.105716638E-2
8.158642373E1,-1.138736960E-2
8.160725785E1,-1.174525730E-2
8.162809197E1,-1.215682738E-2
8.164892610E1,-1.220282167E-2
8.166976022E1,-1.244108006E-2
8.169059434E1,-1.248809323E-2
8.171142846E1,-1.259133220E-2
8.173226259E1,-1.281782053E-2
8.175309671E1,-1.283599995E-2
8.177393083E1,-1.306929998E-2
8.179476495E1,-1.295189373E-2
8.181559908E1,-1.279520988E-2
8.183643320E1,-1.271425746E-2
8.185726732E1,-1.234473661E-2
8.187810144E1,-1.228407770E-2
8.189893557E1,-1.198813133E-2
8.191976969E1,-1.159733720E-2
8.194060381E1,-1.125345565E-2
8.196143793E1,-1.074710675E-2
8.198227206E1,-1.056249440E-2
8.200310618E1,-1.009129547E-2
8.202394030E1,-9.528424591E-3
8.204477442E1,-8.982382715E-3
8.206560855E1,-8.196817711E-3
8.208644267E1,-7.563210092E-3
8.210727679E1,-6.547304802E-3
8.212811091E1,-5.579159595E-3
8.214894504E1,-4.840908572E-3
8.216977916E1,-3.895597067E-3
8.219061328E1,-3.336326685E-3
8.221144740E1,-2.625918016E-3
8.223228153E1,-1.761025283E-3
8.225311565E1,-1.155933947E-3
8.227394977E1,-3.024432517E-4
8.229478389E1,4.582007532E-4
8.231561802E1,1.326764119E-3
8.233645214E1,2.274302533E-3
8.235728626E1,3.056908958E-3
8.237812038E1,3.990884870E-3
8.239895451E1,4.663071595E-3
8.241978863E1,5.425654352E-3
8.244062275E1,6.118611898E-3
8.246145687E1,6.474128924E-3
8.248229100E1,7.035043556E-3
8.250312512E1,7.437475026E-3
8.252395924E1,7.915584370E-3
8.254479336E1,8.395380341E-3
8.256562749E1,8.677428588E-3
8.258646161E1,9.169253521E-3
8.260729573E1,9.484870359E-3
8.262812985E1,9.890843183E-3
8.264896398E1,1.034643874E-2
8.266979810E1,1.048099715E-2
8.269063222E1,1.075181644E-2
8.271146634E1,1.075971965E-2
8.273230047E1,1.064100489E-2
8.275313459E1,1.060402207E-2
8.277396871E1,1.025184710E-2
8.279480283E1,1.011719368E-2
8.281563696E1,9.903539903E-3
8.283647108E1,9.670015424E-3
8.285730520E1,9.517489001E-3
8.287813932E1,8.977724239E-3
8.289897345E1,8.750692010E-3
8.291980757E1,8.388040587E-3
8.294064169E1,7.931517437E-3
8.296147581E1,7.654577959E-3
8.298230994E1,7.009165827E-3
8.300314406E1,6.574847270E-3
8.302397818E1,5.839525722E-3
8.304481230E1,4.889020231E-3
8.306564643E1,4.205274396E-3
8.308648055E1,3.318945412E-3
8.310731467E1,2.808118938E-3
8.312814879E1,2.266017720E-3
8.314898292E1,1.503124950E-3
8.316981704E1,9.800533298E-4
8.319065116E1,1.836657320E-4
8.321148528E1,-6.087956717E-4
8.323231941E1,-1.386284130E-3
8.325315353E1,-2.213147003E-3
8.327398765E1,-2.940037288E-3
8.329482177E1,-3.967476077E-3
8.331565590E1,-4.895525984E-3
8.333649002E1,-5.852120463E-3
8.335732414E1,-6.800257601E-3
8.337815826E1,-7.420542650E-3
8.339899239E1,-8.265318349E-3
8.341982651E1,-8.938323706E-3
8.344066063E1,-9.506301954E-3
8.346149475E1,-1.008782908E-2
8.348232888E1,-1.039181463E-2
8.350316300E1,-1.096460875E-2
8.352399712E1,-1.138413884E-2
8.354483124E1,-1.177985594E-2
8.356566537E1,-1.237216778E-2
8.358649949E1,-1.255179569E-2
