"Time (ms)","Recording (a.u.)"
2.473218683E2,9.005058557E-3
2.473427024E2,8.259439841E-3
2.473635365E2,7.321354467E-3
2.473843706E2,6.336368620E-3
2.474052047E2,5.376763176E-3
2.474260389E2,4.219563212E-3
2.474468730E2,3.114784136E-3
2.474677071E2,2.009044867E-3
2.474885412E2,9.905943880E-4
2.475093754E2,1.055641587E-5
2.475302095E2,-1.000245567E-3
2.475510436E2,-1.848268323E-3
2.475718777E2,-2.656212077E-3
2.475927118E2,-3.353160806E-3
2.476135460E2,-4.142404534E-3
2.476343801E2,-5.031130742E-3
2.476552142E2,-5.830649752E-3
2.476760483E2,-6.800734438E-3
2.476968825E2,-7.715814747E-3
2.477177166E2,-8.522881195E-3
2.477385507E2,-9.504433721E-3
2.477593848E2,-1.027883776E-2
2.477802189E2,-1.097253617E-2
2.478010531E2,-1.178984530E-2
2.478218872E2,-1.240368001E-2
2.478427213E2,-1.303285547E-2
2.478635554E2,-1.354501955E-2
2.478843896E2,-1.389417052E-2
2.479052237E2,-1.415456086E-2
2.479260578E2,-1.433246210E-2
2.479468919E2,-1.459867693E-2
2.479677261E2,-1.465611067E-2
2.479885602E2,-1.471229922E-2
2.480093943E2,-1.461201441E-2
2.480302284E2,-1.441651117E-2
2.480510625E2,-1.440333575E-2
2.480718967E2,-1.416428760E-2
2.480927308E2,-1.406814903E-2
2.481135649E2,-1.386801060E-2
2.481343990E2,-1.344033331E-2
2.481552332E2,-1.315421239E-2
2.481760673E2,-1.259602420E-2
2.481969014E2,-1.200207882E-2
2.482177355E2,-1.143892109E-2
2.482385696E2,-1.074520219E-2
2.482594038E2,-1.022160426E-2
2.482802379E2,-9.553907439E-3
2.483010720E2,-8.692514151E-3
2.483219061E2,-7.875310257E-3
2.483427403E2,-7.015998475E-3
2.483635744E2,-6.203969941E-3
2.483844085E2,-5.221077241E-3
2.484052426E2,-4.178724252E-3
2.484260767E2,-3.122443799E-3
2.484469109E2,-1.849340973E-3
2.484677450E2,-7.633172208E-4
2.484885791E2,3.674760228E-4
2.485094132E2,1.541802543E-3
2.485302474E2,2.602343913E-3
2.485510815E2,3.780633211E-3
2.485719156E2,4.816259723E-3
2.485927497E2,5.954883993E-3
2.486135838E2,7.076498121E-3
2.486344180E2,8.028069511E-3
2.486552521E2,9.158987552E-3
2.486760862E2,1.015650667E-2
2.486969203E2,1.112077199E-2
2.487177545E2,1.203834359E-2
2.487385886E2,1.271671243E-2
2.487594227E2,1.343271695E-2
2.487802568E2,1.410358027E-2
2.488010910E2,1.471833140E-2
2.488219251E2,1.512833592E-2
2.488427592E2,1.537877321E-2
2.488635933E2,1.572981104E-2
2.488844274E2,1.605538651E-2
2.489052616E2,1.648073085E-2
2.489260957E2,1.687013544E-2
2.489469298E2,1.736378670E-2
2.489677639E2,1.794925332E-2
2.489885981E2,1.801475510E-2
2.490094322E2,1.797797903E-2
2.490302663E2,1.791300625E-2
2.490511004E2,1.776104234E-2
2.490719345E2,1.791445725E-2
2.490927687E2,1.768937334E-2
2.491136028E2,1.704408415E-2
2.491344369E2,1.654956862E-2
2.491552710E2,1.602358371E-2
2.491761052E2,1.555909589E-2
2.491969393E2,1.504306681E-2
2.492177734E2,1.431533787E-2
2.492386075E2,1.353368908E-2
2.492594416E2,1.262220461E-2
2.492802758E2,1.177048497E-2
2.493011099E2,1.083660126E-2
2.493219440E2,9.964540601E-3
2.493427781E2,9.296085685E-3
2.493636123E2,8.355169557E-3
2.493844464E2,7.491866127E-3
2.494052805E2,6.629474461E-3
2.494261146E2,5.624456331E-3
2.494469487E2,4.636159632E-3
2.494677829E2,3.593518399E-3
2.494886170E2,2.703778446E-3
2.495094511E2,1.649913262E-3
2.495302852E2,6.287150900E-4
2.495511194E2,-2.515200758E-4
2.495719535E2,-1.304163015E-3
2.495927876E2,-2.170959488E-3
2.496136217E2,-3.103464842E-3
2.496344559E2,-4.215094727E-3
2.496552900E2,-5.060411058E-3
2.496761241E2,-5.839322694E-3
2.496969582E2,-6.593543570E-3
2.497177923E2,-7.294166833E-3
2.497386265E2,-8.107133210E-3
2.497594606E2,-8.806108497E-3
2.497802947E2,-9.440858848E-3
2.498011288E2,-9.944667108E-3
2.498219630E2,-1.029348001E-2
2.498427971E2,-1.063118875E-2
2.498636312E2,-1.096921228E-2
2.498844653E2,-1.134315319E-2
2.499052994E2,-1.142145880E-2
2.499261336E2,-1.152983494E-2
2.499469677E2,-1.168743242E-2
2.499678018E2,-1.174625661E-2
2.499886359E2,-1.192992181E-2
2.500094701E2,-1.184719335E-2
2.500303042E2,-1.163084805E-2
2.500511383E2,-1.114149485E-2
2.500719724E2,-1.051552221E-2
2.500928065E2,-1.012593508E-2
2.501136407E2,-9.543046355E-3
2.501344748E2,-9.000265040E-3
2.501553089E2,-8.371468633E-3
2.501761430E2,-7.464770693E-3
2.501969772E2,-6.799609400E-3
2.502178113E2,-6.116288714E-3
2.502386454E2,-5.243921187E-3
2.502594795E2,-4.463337362E-3
2.502803136E2,-3.471353324E-3
2.503011478E2,-2.383123385E-3
2.503219819E2,-1.478005666E-3
2.503428160E2,-4.782908654E-4
2.503636501E2,5.290770787E-4
2.503844843E2,1.403620932E-3
2.504053184E2,2.384480555E-3
2.504261525E2,3.443240188E-3
2.504469866E2,4.334528930E-3
2.504678208E2,5.393981934E-3
2.504886549E2,6.535467692E-3
2.505094890E2,7.555783726E-3
2.505303231E2,8.722031489E-3
2.505511572E2,9.669823572E-3
2.505719914E2,1.056999527E-2
2.505928255E2,1.154885441E-2
2.506136596E2,1.234021876E-2
2.506344937E2,1.320516132E-2
2.506553279E2,1.396591775E-2
2.506761620E2,1.465878449E-2
2.506969961E2,1.542477123E-2
2.507178302E2,1.596885361E-2
2.507386643E2,1.648480818E-2
2.507594985E2,1.704782993E-2
2.507803326E2,1.753364131E-2
2.508011667E2,1.810451411E-2
2.508220008E2,1.857359335E-2
2.508428350E2,1.909207553E-2
2.508636691E2,1.971776225E-2
2.508845032E2,2.016969025E-2
2.509053373E2,2.055772580E-2
2.509261714E2,2.073595300E-2
2.509470056E2,2.091046609E-2
2.509678397E2,2.098032087E-2
2.509886738E2,2.078942955E-2
2.510095079E2,2.059696242E-2
2.510303421E2,2.021063678E-2
2.510511762E2,1.982287318E-2
2.510720103E2,1.932009123E-2
2.510928444E2,1.868249290E-2
2.511136785E2,1.817030087E-2
2.511345127E2,1.750997826E-2
2.511553468E2,1.671597362E-2
2.511761809E2,1.590366289E-2
2.511970150E2,1.513270941E-2
2.512178492E2,1.446345821E-2
2.512386833E2,1.373852417E-2
2.512595174E2,1.293779537E-2
2.512803515E2,1.209060382E-2
2.513011857E2,1.105799805E-2
2.513220198E2,1.018215623E-2
2.513428539E2,9.471535683E-3
2.513636880E2,8.715046570E-3
2.513845221E2,8.147059008E-3
2.514053563E2,7.389069535E-3
2.514261904E2,6.439259276E-3
2.514470245E2,5.491622724E-3
2.514678586E2,4.454029724E-3
2.514886928E2,3.535065101E-3
2.515095269E2,2.612506971E-3
2.515303610E2,1.625138917E-3
2.515511951E2,6.262172828E-4
2.515720292E2,-4.198165843E-4
2.515928634E2,-1.358415000E-3
2.516136975E2,-2.158367774E-3
2.516345316E2,-2.942424733E-3
2.516553657E2,-3.673737636E-3
2.516761999E2,-4.358236678E-3
2.516970340E2,-5.008946173E-3
2.517178681E2,-5.687720142E-3
2.517387022E2,-6.411065347E-3
2.517595363E2,-7.046651095E-3
2.517803705E2,-7.621755823E-3
2.518012046E2,-7.930384949E-3
2.518220387E2,-8.216637187E-3
2.518428728E2,-8.568646386E-3
2.518637070E2,-8.618623018E-3
2.518845411E2,-8.749580011E-3
2.519053752E2,-8.854748681E-3
2.519262093E2,-8.840100840E-3
2.519470434E2,-8.949575946E-3
2.519678776E2,-8.951641619E-3
2.519887117E2,-8.993063122E-3
2.520095458E2,-9.046833031E-3
2.520303799E2,-8.839820512E-3
2.520512141E2,-8.410152048E-3
2.520720482E2,-7.780778687E-3
2.520928823E2,-7.192291319E-3
2.521137164E2,-6.612082943E-3
2.521345506E2,-5.925526377E-3
2.521553847E2,-5.213914439E-3
2.521762188E2,-4.300269298E-3
2.521970529E2,-3.463030327E-3
2.522178870E2,-2.576316707E-3
2.522387212E2,-1.626058947E-3
2.522595553E2,-9.090355597E-4
2.522803894E2,3.545451909E-5
2.523012235E2,1.029092469E-3
2.523220577E2,2.122430597E-3
2.523428918E2,3.279943485E-3
2.523637259E2,4.233057145E-3
2.523845600E2,5.400647409E-3
2.524053941E2,6.485027261E-3
2.524262283E2,7.577525452E-3
2.524470624E2,8.804284036E-3
2.524678965E2,9.913293645E-3
2.524887306E2,1.120098121E-2
2.525095648E2,1.238039322E-2
2.525303989E2,1.344547048E-2
2.525512330E2,1.455396507E-2
2.525720671E2,1.549517363E-2
2.525929012E2,1.657398604E-2
2.526137354E2,1.751255617E-2
2.526345695E2,1.819434017E-2
2.526554036E2,1.893733814E-2
2.526762377E2,1.940742135E-2
2.526970719E2,1.987748221E-2
2.527179060E2,2.043767646E-2
2.527387401E2,2.087312192E-2
2.527595742E2,2.133168280E-2
2.527804083E2,2.164960280E-2
2.528012425E2,2.204268612E-2
2.528220766E2,2.236427739E-2
2.528429107E2,2.264382318E-2
2.528637448E2,2.309164777E-2
2.528845790E2,2.315903828E-2
2.529054131E2,2.309226431E-2
2.529262472E2,2.295970544E-2
2.529470813E2,2.267910540E-2
2.529679155E2,2.249397710E-2
2.529887496E2,2.221088856E-2
2.530095837E2,2.199579589E-2
2.530304178E2,2.173556015E-2
2.530512519E2,2.131267078E-2
2.530720861E2,2.080401406E-2
2.530929202E2,2.013465390E-2
2.531137543E2,1.959146559E-2
2.531345884E2,1.897199452E-2
2.531554226E2,1.815930754E-2
2.531762567E2,1.729920506E-2
2.531970908E2,1.644959860E-2
2.532179249E2,1.571089402E-2
2.532387590E2,1.476704888E-2
2.532595932E2,1.389445737E-2
2.532804273E2,1.298937201E-2
2.533012614E2,1.188759506E-2
2.533220955E2,1.103149168E-2
2.533429297E2,9.914600290E-3
2.533637638E2,8.859943599E-3
2.533845979E2,7.971393876E-3
2.534054320E2,6.897209212E-3
2.534262661E2,6.095292047E-3
2.534471003E2,5.071638152E-3
2.534679344E2,4.066476598E-3
2.534887685E2,3.269960172E-3
2.535096026E2,2.262974624E-3
2.535304368E2,1.510842005E-3
2.535512709E2,5.940905539E-4
2.535721050E2,-4.976599012E-4
2.535929391E2,-1.413436141E-3
2.536137732E2,-2.416198375E-3
2.536346074E2,-3.197569633E-3
2.536554415E2,-4.028564319E-3
2.536762756E2,-4.781432450E-3
2.536971097E2,-5.242036190E-3
2.537179439E2,-5.797937512E-3
2.537387780E2,-6.026796997E-3
2.537596121E2,-6.522610784E-3
2.537804462E2,-7.081628777E-3
2.538012804E2,-7.165769115E-3
2.538221145E2,-7.630340755E-3
2.538429486E2,-7.748805918E-3
2.538637827E2,-7.846618071E-3
2.538846168E2,-8.234856650E-3
2.539054510E2,-8.072773926E-3
2.539262851E2,-8.102444001E-3
2.539471192E2,-7.958162576E-3
2.539679533E2,-7.505301386E-3
2.539887875E2,-7.133045234E-3
2.540096216E2,-6.529984996E-3
2.540304557E2,-6.131686270E-3
2.540512898E2,-5.538986996E-3
2.540721239E2,-4.846826196E-3
2.540929581E2,-4.326810595E-3
2.541137922E2,-3.436557949E-3
2.541346263E2,-2.795309760E-3
2.541554604E2,-2.138690557E-3
2.541762946E2,-1.271028654E-3
2.541971287E2,-6.935792044E-4
2.542179628E2,2.237851440E-4
2.542387969E2,1.143105794E-3
2.542596310E2,1.956737367E-3
2.542804652E2,2.864033449E-3
2.543012993E2,3.630074440E-3
2.543221334E2,4.782395437E-3
2.543429675E2,5.857646000E-3
2.543638017E2,6.879927590E-3
2.543846358E2,8.053925820E-3
2.544054699E2,8.928214200E-3
2.544263040E2,1.002140716E-2
2.544471381E2,1.111125015E-2
2.544679723E2,1.208677329E-2
2.544888064E2,1.304350048E-2
2.545096405E2,1.384048164E-2
2.545304746E2,1.476225257E-2
2.545513088E2,1.553693041E-2
2.545721429E2,1.640432701E-2
2.545929770E2,1.733499765E-2
2.546138111E2,1.808879338E-2
2.546346453E2,1.894997060E-2
2.546554794E2,1.956199855E-2
2.546763135E2,2.018500678E-2
2.546971476E2,2.083276585E-2
2.547179817E2,2.118883282E-2
2.547388159E2,2.165485360E-2
2.547596500E2,2.183904499E-2
2.547804841E2,2.190743014E-2
2.548013182E2,2.223386429E-2
2.548221524E2,2.239949256E-2
2.548429865E2,2.269630879E-2
2.548638206E2,2.295972034E-2
2.548846547E2,2.283858508E-2
2.549054888E2,2.265387774E-2
2.549263230E2,2.244890109E-2
2.549471571E2,2.208205312E-2
2.549679912E2,2.150094323E-2
2.549888253E2,2.080933563E-2
2.550096595E2,2.005387470E-2
2.550304936E2,1.933307573E-2
2.550513277E2,1.878610626E-2
2.550721618E2,1.819968596E-2
2.550929959E2,1.745419204E-2
2.551138301E2,1.679993607E-2
2.551346642E2,1.614280045E-2
2.551554983E2,1.538056508E-2
2.551763324E2,1.469640620E-2
2.551971666E2,1.380279567E-2
2.552180007E2,1.270779967E-2
2.552388348E2,1.154444367E-2
2.552596689E2,1.023848914E-2
2.552805030E2,9.066579863E-3
2.553013372E2,7.948750630E-3
2.553221713E2,6.830077618E-3
2.553430054E2,5.699094851E-3
2.553638395E2,4.446113016E-3
2.553846737E2,3.341032891E-3
2.554055078E2,2.336944453E-3
2.554263419E2,1.250672154E-3
2.554471760E2,2.151083172E-4
2.554680102E2,-7.929544663E-4
2.554888443E2,-1.826043706E-3
2.555096784E2,-2.752541564E-3
2.555305125E2,-3.647384467E-3
2.555513466E2,-4.469817504E-3
2.555721808E2,-5.242291838E-3
2.555930149E2,-6.077600643E-3
2.556138490E2,-6.773522589E-3
2.556346831E2,-7.580104750E-3
2.556555173E2,-8.397173136E-3
2.556763514E2,-9.020985104E-3
2.556971855E2,-9.740186855E-3
2.557180196E2,-1.026163995E-2
2.557388537E2,-1.067620516E-2
2.557596879E2,-1.100469381E-2
2.557805220E2,-1.096908562E-2
2.558013561E2,-1.092992723E-2
2.558221902E2,-1.091863029E-2
2.558430244E2,-1.090735942E-2
2.558638585E2,-1.081429515E-2
2.558846926E2,-1.060912758E-2
2.559055267E2,-1.043645106E-2
2.559263608E2,-1.017212309E-2
2.559471950E2,-9.987796657E-3
2.559680291E2,-9.617148899E-3
2.559888632E2,-8.999906480E-3
2.560096973E2,-8.448634297E-3
2.560305315E2,-7.749849930E-3
2.560513656E2,-7.132652216E-3
2.560721997E2,-6.614708342E-3
2.560930338E2,-5.870848894E-3
2.561138679E2,-5.156481639E-3
2.561347021E2,-4.491275642E-3
2.561555362E2,-3.560669953E-3
2.561763703E2,-2.702443395E-3
2.561972044E2,-1.924128737E-3
2.562180386E2,-9.562788182E-4
2.562388727E2,-4.605008871E-5
2.562597068E2,1.039479510E-3
2.562805409E2,2.131609479E-3
2.563013751E2,3.062504344E-3
2.563222092E2,4.000913817E-3
2.563430433E2,4.929494578E-3
2.563638774E2,6.026194431E-3
2.563847115E2,7.031545509E-3
2.564055457E2,8.207859471E-3
2.564263798E2,9.487238713E-3
2.564472139E2,1.049893908E-2
2.564680480E2,1.168077067E-2
2.564888822E2,1.265871990E-2
2.565097163E2,1.340657193E-2
2.565305504E2,1.424875483E-2
2.565513845E2,1.488258131E-2
2.565722186E2,1.547047589E-2
2.565930528E2,1.599597931E-2
2.566138869E2,1.648498327E-2
2.566347210E2,1.703619957E-2
2.566555551E2,1.740522683E-2
2.566763893E2,1.791804470E-2
2.566972234E2,1.831148751E-2
2.567180575E2,1.835852861E-2
2.567388916E2,1.855984144E-2
2.567597257E2,1.856855303E-2
2.567805599E2,1.853958517E-2
2.568013940E2,1.868232153E-2
2.568222281E2,1.861502975E-2
2.568430622E2,1.854823902E-2
2.568638964E2,1.833220758E-2
2.568847305E2,1.802175120E-2
2.569055646E2,1.788048819E-2
2.569263987E2,1.763865352E-2
2.569472328E2,1.733526774E-2
2.569680670E2,1.678822003E-2
2.569889011E2,1.600280404E-2
2.570097352E2,1.530783437E-2
2.570305693E2,1.458615530E-2
2.570514035E2,1.383701526E-2
2.570722376E2,1.279521361E-2
2.570930717E2,1.166165061E-2
2.571139058E2,1.073656231E-2
2.571347400E2,9.777639061E-3
2.571555741E2,9.029679000E-3
2.571764082E2,8.154397830E-3
2.571972423E2,7.192425430E-3
2.572180764E2,6.356457714E-3
2.572389106E2,5.262413062E-3
2.572597447E2,4.279953428E-3
2.572805788E2,3.360911272E-3
2.573014129E2,2.278829692E-3
2.573222471E2,1.264503808E-3
2.573430812E2,4.027240211E-4
2.573639153E2,-4.653032520E-4
2.573847494E2,-1.376914675E-3
2.574055835E2,-2.315721475E-3
2.574264177E2,-3.444913309E-3
2.574472518E2,-4.470631015E-3
2.574680859E2,-5.378179252E-3
2.574889200E2,-6.257065572E-3
2.575097542E2,-7.098045200E-3
2.575305883E2,-7.971571758E-3
2.575514224E2,-8.748330176E-3
2.575722565E2,-9.566845372E-3
2.575930906E2,-1.033920236E-2
2.576139248E2,-1.110866852E-2
2.576347589E2,-1.182451658E-2
2.576555930E2,-1.239809394E-2
2.576764271E2,-1.312039234E-2
2.576972613E2,-1.371301059E-2
2.577180954E2,-1.415522210E-2
2.577389295E2,-1.444714051E-2
2.577597636E2,-1.442703418E-2
2.577805977E2,-1.438980643E-2
2.578014319E2,-1.429801807E-2
2.578222660E2,-1.412423141E-2
2.578431001E2,-1.389338635E-2
2.578639342E2,-1.365719270E-2
2.578847684E2,-1.352966763E-2
2.579056025E2,-1.333554089E-2
2.579264366E2,-1.321039163E-2
2.579472707E2,-1.309003867E-2
2.579681049E2,-1.272188500E-2
2.579889390E2,-1.229037438E-2
2.580097731E2,-1.179041341E-2
2.580306072E2,-1.122462749E-2
2.580514413E2,-1.056007855E-2
2.580722755E2,-9.791305289E-3
2.580931096E2,-8.964614943E-3
2.581139437E2,-7.910649292E-3
2.581347778E2,-7.005068939E-3
2.581556120E2,-6.203088909E-3
2.581764461E2,-5.144673400E-3
2.581972802E2,-4.129681271E-3
2.582181143E2,-2.927561523E-3
2.582389484E2,-1.580388751E-3
2.582597826E2,-3.049107036E-4
2.582806167E2,1.138156164E-3
2.583014508E2,2.438237658E-3
2.583222849E2,3.671047511E-3
2.583431191E2,4.912809469E-3
2.583639532E2,5.955943838E-3
2.583847873E2,6.956682540E-3
2.584056214E2,7.760192733E-3
2.584264555E2,8.434462361E-3
2.584472897E2,9.107228369E-3
2.584681238E2,9.803024121E-3
2.584889579E2,1.053744648E-2
2.585097920E2,1.118363533E-2
2.585306262E2,1.189067215E-2
2.585514603E2,1.248193812E-2
2.585722944E2,1.301310118E-2
2.585931285E2,1.363869384E-2
2.586139627E2,1.404831652E-2
2.586347968E2,1.441908907E-2
2.586556309E2,1.472822484E-2
2.586764650E2,1.489221677E-2
2.586972991E2,1.513672527E-2
2.587181333E2,1.531407051E-2
2.587389674E2,1.551179402E-2
2.587598015E2,1.578116603E-2
2.587806356E2,1.588181779E-2
2.588014698E2,1.586776972E-2
2.588223039E2,1.568397321E-2
2.588431380E2,1.532968134E-2
2.588639721E2,1.496535167E-2
2.588848062E2,1.452787220E-2
2.589056404E2,1.406860165E-2
2.589264745E2,1.365531608E-2
2.589473086E2,1.318060886E-2
2.589681427E2,1.258861460E-2
2.589889769E2,1.200611982E-2
2.590098110E2,1.143302768E-2
2.590306451E2,1.070057601E-2
2.590514792E2,9.883295745E-3
2.590723133E2,8.969630115E-3
2.590931475E2,7.902290672E-3
2.591139816E2,6.780433003E-3
2.591348157E2,5.747987889E-3
2.591556498E2,4.749605432E-3
2.591764840E2,3.695155960E-3
2.591973181E2,2.748828381E-3
2.592181522E2,1.743487664E-3
2.592389863E2,7.298663259E-4
2.592598204E2,-1.602211851E-4
2.592806546E2,-1.134594087E-3
2.593014887E2,-2.184200566E-3
2.593223228E2,-3.346959827E-3
2.593431569E2,-4.505073186E-3
2.593639911E2,-5.499077961E-3
2.593848252E2,-6.360795349E-3
2.594056593E2,-7.145704236E-3
2.594264934E2,-7.850224152E-3
2.594473276E2,-8.589064702E-3
2.594681617E2,-9.470425546E-3
2.594889958E2,-1.025002450E-2
2.595098299E2,-1.092981175E-2
2.595306640E2,-1.163921691E-2
2.595514982E2,-1.240799576E-2
2.595723323E2,-1.309873257E-2
2.595931664E2,-1.367964968E-2
2.596140005E2,-1.421403140E-2
2.596348347E2,-1.447392534E-2
2.596556688E2,-1.469607651E-2
2.596765029E2,-1.491130143E-2
2.596973370E2,-1.503303926E-2
2.597181711E2,-1.520372275E-2
2.597390053E2,-1.520822011E-2
2.597598394E2,-1.527072582E-2
2.597806735E2,-1.534585468E-2
2.598015076E2,-1.518845279E-2
2.598223418E2,-1.508937590E-2
2.598431759E2,-1.496051438E-2
2.598640100E2,-1.469404995E-2
2.598848441E2,-1.443333738E-2
2.599056782E2,-1.396502368E-2
2.599265124E2,-1.328910422E-2
2.599473465E2,-1.275469363E-2
2.599681806E2,-1.229668036E-2
2.599890147E2,-1.172516868E-2
2.600098489E2,-1.100920141E-2
2.600306830E2,-1.022095792E-2
2.600515171E2,-9.415537119E-3
2.600723512E2,-8.602244779E-3
2.600931853E2,-7.797524799E-3
2.601140195E2,-6.783175282E-3
2.601348536E2,-5.643190350E-3
2.601556877E2,-4.644562490E-3
2.601765218E2,-3.599520773E-3
2.601973560E2,-2.540607005E-3
2.602181901E2,-1.599182724E-3
2.602390242E2,-4.211807391E-4
2.602598583E2,6.714255433E-4
2.602806925E2,1.391525264E-3
2.603015266E2,2.276485320E-3
2.603223607E2,3.179533640E-3
2.603431948E2,4.040271509E-3
2.603640289E2,4.988973029E-3
2.603848631E2,5.849700421E-3
2.604056972E2,6.572362036E-3
2.604265313E2,7.152459584E-3
2.604473654E2,8.008776233E-3
2.604681996E2,8.867110126E-3
2.604890337E2,9.587565437E-3
2.605098678E2,1.053932309E-2
2.605307019E2,1.129306294E-2
2.605515360E2,1.200609561E-2
2.605723702E2,1.263541542E-2
2.605932043E2,1.312479749E-2
2.606140384E2,1.376476046E-2
2.606348725E2,1.400319580E-2
2.606557067E2,1.410084032E-2
2.606765408E2,1.414423343E-2
2.606973749E2,1.397041418E-2
2.607182090E2,1.402255706E-2
2.607390431E2,1.396515779E-2
2.607598773E2,1.380139031E-2
2.607807114E2,1.357313991E-2
2.608015455E2,1.334480755E-2
2.608223796E2,1.320682187E-2
2.608432138E2,1.276239101E-2
2.608640479E2,1.230585575E-2
2.608848820E2,1.169536542E-2
2.609057161E2,1.097111031E-2
2.609265502E2,1.042073593E-2
2.609473844E2,9.645791724E-3
2.609682185E2,8.870128542E-3
2.609890526E2,8.111637086E-3
2.610098867E2,7.200528868E-3
2.610307209E2,6.290794350E-3
2.610515550E2,5.370971747E-3
2.610723891E2,4.458497278E-3
2.610932232E2,3.503873479E-3
2.611140574E2,2.557442524E-3
2.611348915E2,1.583699370E-3
2.611557256E2,3.953091509E-4
2.611765597E2,-7.794733392E-4
2.611973938E2,-1.830987749E-3
2.612182280E2,-2.944330452E-3
2.612390621E2,-3.962367773E-3
2.612598962E2,-4.960106686E-3
2.612807303E2,-5.953542423E-3
2.613015645E2,-6.830769591E-3
2.613223986E2,-7.796849124E-3
2.613432327E2,-8.791346103E-3
2.613640668E2,-9.792475030E-3
2.613849009E2,-1.066654082E-2
2.614057351E2,-1.145006903E-2
2.614265692E2,-1.231995039E-2
2.614474033E2,-1.313219313E-2
2.614682374E2,-1.397261489E-2
2.614890716E2,-1.470464841E-2
2.615099057E2,-1.523715165E-2
2.615307398E2,-1.575880498E-2
2.615515739E2,-1.629890315E-2
2.615724080E2,-1.690932177E-2
2.615932422E2,-1.749406755E-2
2.616140763E2,-1.804593578E-2
2.616349104E2,-1.842122898E-2
2.616557445E2,-1.851118356E-2
2.616765787E2,-1.867463440E-2
2.616974128E2,-1.867427677E-2
2.617182469E2,-1.849629730E-2
2.617390810E2,-1.844004169E-2
2.617599151E2,-1.816434786E-2
2.617807493E2,-1.784351096E-2
2.618015834E2,-1.753740758E-2
2.618224175E2,-1.723064855E-2
2.618432516E2,-1.705363952E-2
2.618640858E2,-1.669006236E-2
2.618849199E2,-1.621865667E-2
2.619057540E2,-1.555358618E-2
2.619265881E2,-1.476926729E-2
2.619474223E2,-1.403021440E-2
2.619682564E2,-1.314500440E-2
2.619890905E2,-1.225980744E-2
2.620099246E2,-1.136829238E-2
2.620307587E2,-1.057882234E-2
2.620515929E2,-9.801181033E-3
2.620724270E2,-8.962830529E-3
2.620932611E2,-8.377727121E-3
2.621140952E2,-7.606434636E-3
2.621349294E2,-6.583460607E-3
2.621557635E2,-5.635922309E-3
2.621765976E2,-4.369919654E-3
2.621974317E2,-3.114296589E-3
2.622182658E2,-2.189700026E-3
2.622391000E2,-1.191204065E-3
2.622599341E2,-2.564953465E-4
2.622807682E2,7.827223744E-4
2.623016023E2,2.018563449E-3
2.623224365E2,3.218258731E-3
2.623432706E2,4.266054835E-3
2.623641047E2,5.075350404E-3
2.623849388E2,6.076997146E-3
2.624057729E2,7.020333782E-3
2.624266071E2,7.919212803E-3
2.624474412E2,8.863717318E-3
2.624682753E2,9.393498302E-3
2.624891094E2,9.924000129E-3
2.625099436E2,1.026182435E-2
2.625307777E2,1.051671989E-2
2.625516118E2,1.094415225E-2
2.625724459E2,1.116473973E-2
2.625932800E2,1.153454930E-2
2.626141142E2,1.175170392E-2
2.626349483E2,1.186309382E-2
2.626557824E2,1.219865493E-2
2.626766165E2,1.223902032E-2
2.626974507E2,1.229125261E-2
2.627182848E2,1.236921363E-2
2.627391189E2,1.214769203E-2
2.627599530E2,1.201345772E-2
2.627807872E2,1.178434677E-2
2.628016213E2,1.133965421E-2
2.628224554E2,1.083576679E-2
2.628432895E2,1.022915635E-2
2.628641236E2,9.713912383E-3
2.628849578E2,9.128896520E-3
2.629057919E2,8.483787067E-3
2.629266260E2,7.771584671E-3
2.629474601E2,6.777425762E-3
2.629682943E2,5.838134326E-3
2.629891284E2,4.971700255E-3
2.630099625E2,4.099100828E-3
2.630307966E2,3.214010037E-3
2.630516307E2,2.323247027E-3
2.630724649E2,1.468425849E-3
2.630932990E2,4.269768833E-4
2.631141331E2,-5.483926507E-4
2.631349672E2,-1.451091841E-3
2.631558014E2,-2.425986342E-3
2.631766355E2,-3.315694164E-3
2.631974696E2,-4.486011341E-3
2.632183037E2,-5.752510391E-3
2.632391378E2,-6.818738766E-3
2.632599720E2,-7.869879715E-3
2.632808061E2,-8.715515956E-3
2.633016402E2,-9.580223821E-3
2.633224743E2,-1.059933286E-2
2.633433085E2,-1.149198785E-2
2.633641426E2,-1.229356416E-2
2.633849767E2,-1.313994639E-2
2.634058108E2,-1.403580792E-2
2.634266449E2,-1.489090174E-2
2.634474791E2,-1.578317955E-2
2.634683132E2,-1.646027714E-2
2.634891473E2,-1.694392972E-2
2.635099814E2,-1.746204123E-2
2.635308156E2,-1.769790798E-2
2.635516497E2,-1.783281378E-2
2.635724838E2,-1.810467616E-2
2.635933179E2,-1.832619496E-2
2.636141521E2,-1.842039824E-2
2.636349862E2,-1.857373491E-2
2.636558203E2,-1.878773049E-2
2.636766544E2,-1.894912496E-2
2.636974885E2,-1.910466328E-2
2.637183227E2,-1.909603179E-2
2.637391568E2,-1.886058226E-2
2.637599909E2,-1.853651181E-2
2.637808250E2,-1.817647368E-2
2.638016592E2,-1.763011888E-2
2.638224933E2,-1.714624465E-2
2.638433274E2,-1.659959555E-2
2.638641615E2,-1.585330814E-2
2.638849956E2,-1.534677763E-2
2.639058298E2,-1.459502056E-2
2.639266639E2,-1.370905153E-2
2.639474980E2,-1.292684488E-2
2.639683321E2,-1.210034639E-2
