"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.602032493E2,-8.749188781E-3,-8.886662668E-1,-2.538942897E-1
1.602232373E2,5.497335809E-1,8.632683009E-2,5.110086411E-1
1.602432253E2,1.730041423E0,9.942605495E-2,9.055524409E-1
1.602632133E2,1.377039167E0,8.869612187E-2,2.120052753E0
1.602832013E2,1.898392117E-1,6.695161325E-1,2.421041103E0
1.603031893E2,1.046333513E0,4.884003818E-1,2.158896099E0
1.603231773E2,-8.291176379E-2,3.088642564E-1,8.367330515E-1
1.603431656E2,3.377609038E-1,3.099284497E-1,-1.317620346E-1
1.603631536E2,1.434262943E0,5.164807579E-1,-8.189013827E-1
1.603831416E2,1.780093589E0,8.977098629E-1,-1.310022912E0
1.604031296E2,2.264821919E0,-1.206263047E-1,-6.960595679E-1
1.604231176E2,1.729646151E0,-5.423719364E-1,-1.385334027E-1
1.604431056E2,8.312875396E-1,-4.743998086E-1,1.824284506E-1
1.604630936E2,8.183078903E-1,-4.492404091E-1,3.030253731E-2
1.604830816E2,6.100581354E-1,-4.673433888E-1,-8.585794187E-1
1.605030696E2,7.636960655E-1,1.000008363E-1,-3.626128129E-1
1.605230576E2,8.894819534E-1,3.164425403E-1,-6.696706451E-2
1.605430466E2,7.322795606E-1,-3.513755608E-1,-2.583732569E-1
1.605630346E2,6.808603156E-1,-4.384213060E-1,1.859730693E-1
1.605830226E2,6.161333925E-1,-5.209354591E-1,1.051832235E-1
1.606030106E2,-5.705128312E-3,-1.104706267E0,-2.737397397E-1
1.606229986E2,3.782522875E-1,-6.835599750E-1,-1.372499297E-1
1.606429866E2,9.442575002E-1,5.429899871E-2,-5.463515514E-1
1.606629746E2,1.479888182E0,-3.926463783E-1,-9.390037038E-1
1.606829626E2,1.501445112E0,6.884184265E-1,-9.123024666E-1
1.607029506E2,2.416090558E0,4.022346425E-1,-4.907551286E-1
1.607229386E2,1.097583189E0,-6.576363444E-2,-9.665595116E-1
1.607429266E2,9.488452256E-1,4.999778688E-2,-6.344762541E-1
1.607629146E2,1.766481856E0,8.941357523E-1,-3.261372238E-1
1.607829026E2,1.815175129E0,8.286685717E-1,-1.474119026E0
1.608028906E2,1.945523306E0,4.100336587E-1,-2.744814297E0
1.608228786E2,2.245224391E0,1.818051374E-1,-3.531799530E0
1.608428666E2,2.350480120E0,-4.481481493E-2,-3.883992532E0
1.608628546E2,1.855441541E0,-3.047826076E-1,-3.520152462E0
1.608828426E2,9.147865100E-1,-8.598891950E-1,-3.065599857E0
1.609028306E2,1.649326677E-1,-1.216920183E0,-2.668121924E0
1.609228196E2,-5.643318857E-1,-1.029042127E0,-1.972928329E0
1.609428076E2,-7.221934059E-1,-1.101408437E0,-1.702516825E0
1.609627956E2,-1.027365000E0,-1.444910722E0,-1.836456655E0
1.609827836E2,-1.508151576E0,-1.661566435E0,-1.800048966E0
1.610027716E2,-1.265352231E0,-2.276213465E0,-1.929446679E0
1.610227596E2,-1.100879849E0,-2.778676985E0,-1.329260398E0
1.610427476E2,-1.628271365E0,-2.915730457E0,-6.870215267E-1
1.610627356E2,-1.975718474E0,-2.464456387E0,4.051535726E-3
1.610827236E2,-1.081090533E0,-2.120035504E0,5.681528950E-1
1.611027116E2,-9.607614125E-1,-2.127867849E0,1.276368240E0
1.611226996E2,-1.277483742E0,-1.863533356E0,1.228159701E0
1.611426876E2,-8.474436888E-1,-1.235400892E0,7.125107092E-1
1.611626756E2,-2.601209897E-1,-8.499348950E-1,2.614313507E-1
1.611826636E2,-6.153389020E-1,-7.399066687E-1,5.971305263E-1
1.612026516E2,-6.498740195E-1,-7.554193318E-1,1.494092238E-1
1.612226396E2,-9.992381746E-2,-3.033178800E-1,-1.849854380E-1
1.612426276E2,-2.832108038E-1,1.858239287E-1,1.028279650E-1
1.612626156E2,-6.075366698E-1,1.196299392E-1,6.240429211E-1
1.612826036E2,-7.174986765E-1,2.141759080E-1,9.433576137E-1
1.613025926E2,-7.098003054E-1,-1.278949785E-1,1.063869898E0
1.613225806E2,-9.752703280E-1,-4.475517333E-1,1.024897036E0
1.613425682E2,-7.871665699E-1,-4.737355649E-1,6.781138784E-1
1.613625562E2,-1.964317281E-3,-2.163013709E-1,4.656418490E-1
1.613825442E2,1.173698807E-2,-1.520574278E-1,-3.670765042E-2
1.614025322E2,-2.297311461E-1,-6.300766629E-1,-3.396045309E-1
1.614225202E2,2.176690711E-1,-2.252277303E-1,-6.442462206E-1
1.614425082E2,3.839412263E-1,2.091098803E-1,-3.152193028E-1
1.614624962E2,3.045794534E-1,4.203615957E-1,-6.594314396E-2
1.614824842E2,3.452790710E-1,1.460681248E-1,-1.539074868E-1
1.615024722E2,2.548966121E-1,-3.602352619E-2,-1.939609140E-1
1.615224602E2,1.027646324E0,6.267811722E-1,9.999381959E-1
1.615424482E2,4.189936031E-1,7.320462567E-1,4.716574645E-1
1.615624362E2,3.682479208E-1,4.247505158E-1,-1.954326582E-1
1.615824242E2,-1.465903908E-1,-3.699474871E-2,-9.133882946E-1
1.616024122E2,-3.806023566E-1,-5.195993704E-1,-1.041528271E0
1.616224002E2,-4.063353679E-1,-9.167387491E-1,-3.810624593E-1
1.616423882E2,1.502910570E-1,-4.013394338E-1,-3.118425357E-1
1.616623772E2,3.508661221E-1,-2.016500026E-1,-4.972027802E-1
1.616823652E2,1.060885917E-1,-2.296441323E-1,-1.026198041E0
1.617023532E2,6.862901131E-1,-4.104178208E-1,2.709389234E-1
1.617223412E2,3.863279501E-1,4.299451822E-1,6.559371436E-1
1.617423292E2,4.201075342E-1,8.069672155E-1,-2.080819398E-1
1.617623172E2,3.496262566E-1,9.365660727E-1,2.601730299E-1
1.617823052E2,-9.368436693E-1,2.344622380E-1,3.443074465E-2
1.618022932E2,-1.055232098E0,-1.536098635E-1,-2.301171720E-1
1.618222812E2,-7.078303054E-1,-4.793699419E-1,-4.848441052E-1
1.618422692E2,1.525540391E-1,-5.643042576E-1,-5.715559745E-1
1.618622572E2,6.454156637E-1,-7.103051394E-1,-5.235573506E-1
1.618822452E2,9.802400228E-1,-7.633235979E-1,-1.245339990E-2
1.619022332E2,1.032848372E0,-6.544765091E-1,9.604297292E-1
1.619222212E2,1.602776189E0,-1.029436814E0,1.064040052E0
1.619422092E2,1.315876706E0,-1.000535781E0,1.039824393E0
1.619621972E2,8.511456341E-1,-9.371133721E-1,-5.559064865E-2
1.619821852E2,-5.365854587E-2,1.441689491E-2,-8.689348376E-1
1.620021742E2,-1.324148616E0,1.261844925E0,-1.166075134E-1
1.620221622E2,-3.306854074E-1,5.589534706E-1,8.256326973E-1
1.620421502E2,5.109383284E-1,-2.072592366E-1,3.639184231E-1
1.620621382E2,1.314164203E0,-4.172853756E-1,4.535883987E-1
1.620821262E2,9.249207580E-1,-3.465352356E-1,3.695393515E-1
1.621021142E2,1.303248621E-1,2.468033713E-1,-2.222351253E-1
1.621221022E2,-6.961037144E-1,4.506624520E-1,-2.047513658E-1
1.621420902E2,-7.413323660E-1,5.116302001E-1,5.354997039E-2
1.621620782E2,1.235662848E-1,-2.026639098E-1,7.661092114E-1
1.621820662E2,5.374366672E-1,-6.105253279E-2,7.366146863E-2
1.622020542E2,3.388764064E-1,8.424025118E-2,-5.868318254E-1
1.622220422E2,-1.524981616E-1,1.521930832E-1,-1.645184290E-1
1.622420302E2,-1.667421252E-1,1.874576408E-1,-1.839838099E-1
1.622620182E2,4.780069560E-2,-7.084954262E-2,-9.927987456E-2
1.622820062E2,1.498777319E-1,-5.198233187E-2,2.889167726E-2
1.623019942E2,3.649944569E-1,-1.040810233E-1,-8.121782541E-4
1.623219822E2,2.506284736E-1,-4.963175118E-2,-1.862186158E-1
1.623419720E2,-2.350070523E-1,3.931024611E-2,-3.365511149E-1
1.623619600E2,1.095148408E-1,8.561551630E-2,-2.078012735E-1
1.623819480E2,1.092658956E-1,2.339938760E-2,8.440221906E-2
1.624019360E2,8.860724419E-2,-7.394856691E-2,6.649453640E-2
1.624219240E2,1.752805218E-1,-1.391309881E-1,6.859661043E-2
1.624419120E2,7.202497914E-2,-2.596274847E-1,6.472692311E-1
1.624619000E2,-4.327378124E-2,-9.547333717E-3,2.087643099E-1
1.624818880E2,2.693394175E-1,4.310643393E-1,-1.363856034E0
1.625018760E2,-3.430526340E-1,2.208715546E-1,-1.084010632E0
1.625218640E2,6.007692486E-2,-2.959685147E-1,-4.331389314E-1
1.625418520E2,-2.863638783E-1,2.937769783E-1,2.192910522E-1
