Description	
Number of Runs	2500
Preset Time	1
Pause Time	0
Alarm Level	0
High Voltage	800
Step Voltage	0
Volume	0

Run	High		Elapsed
Number	Voltage	Counts	Time	Date/Time
1133	800	9	1	02/07/24 11:23:35 AM	
1134	800	8	1	02/07/24 11:23:37 AM	
1135	800	8	1	02/07/24 11:23:38 AM	
1136	800	17	1	02/07/24 11:23:39 AM	
1137	800	13	1	02/07/24 11:23:40 AM	
1138	800	18	1	02/07/24 11:23:41 AM	
1139	800	13	1	02/07/24 11:23:43 AM	
1140	800	7	1	02/07/24 11:23:44 AM	
1141	800	9	1	02/07/24 11:23:45 AM	
1142	800	11	1	02/07/24 11:23:46 AM	
1143	800	8	1	02/07/24 11:23:47 AM	
1144	800	11	1	02/07/24 11:23:48 AM	
1145	800	7	1	02/07/24 11:23:49 AM	
1146	800	11	1	02/07/24 11:23:51 AM	
1147	800	17	1	02/07/24 11:23:52 AM	
1148	800	4	1	02/07/24 11:23:53 AM	
1149	800	6	1	02/07/24 11:23:54 AM	
1150	800	15	1	02/07/24 11:23:55 AM	
1151	800	8	1	02/07/24 11:23:56 AM	
1152	800	13	1	02/07/24 11:23:57 AM	
1153	800	12	1	02/07/24 11:23:59 AM	
1154	800	6	1	02/07/24 11:24:00 AM	
1155	800	12	1	02/07/24 11:24:01 AM	
1156	800	13	1	02/07/24 11:24:02 AM	
1157	800	9	1	02/07/24 11:24:03 AM	
1158	800	7	1	02/07/24 11:24:04 AM	
1159	800	18	1	02/07/24 11:24:06 AM	
1160	800	6	1	02/07/24 11:24:07 AM	
1161	800	11	1	02/07/24 11:24:08 AM	
1162	800	4	1	02/07/24 11:24:09 AM	
1163	800	13	1	02/07/24 11:24:10 AM	
1164	800	6	1	02/07/24 11:24:11 AM	
1165	800	12	1	02/07/24 11:24:12 AM	
1166	800	13	1	02/07/24 11:24:14 AM	
1167	800	10	1	02/07/24 11:24:15 AM	
1168	800	8	1	02/07/24 11:24:16 AM	
1169	800	6	1	02/07/24 11:24:17 AM	
1170	800	8	1	02/07/24 11:24:18 AM	
1171	800	14	1	02/07/24 11:24:19 AM	
1172	800	11	1	02/07/24 11:24:21 AM	
1173	800	14	1	02/07/24 11:24:22 AM	
1174	800	7	1	02/07/24 11:24:23 AM	
1175	800	13	1	02/07/24 11:24:24 AM	
1176	800	10	1	02/07/24 11:24:25 AM	
1177	800	15	1	02/07/24 11:24:26 AM	
1178	800	13	1	02/07/24 11:24:27 AM	
1179	800	11	1	02/07/24 11:24:29 AM	
1180	800	11	1	02/07/24 11:24:30 AM	
1181	800	14	1	02/07/24 11:24:31 AM	
1182	800	6	1	02/07/24 11:24:32 AM	
1183	800	5	1	02/07/24 11:24:33 AM	
1184	800	11	1	02/07/24 11:24:34 AM	
1185	800	8	1	02/07/24 11:24:36 AM	
1186	800	18	1	02/07/24 11:24:37 AM	
1187	800	13	1	02/07/24 11:24:38 AM	
1188	800	8	1	02/07/24 11:24:39 AM	
1189	800	8	1	02/07/24 11:24:40 AM	
1190	800	9	1	02/07/24 11:24:41 AM	
1191	800	13	1	02/07/24 11:24:42 AM	
1192	800	10	1	02/07/24 11:24:44 AM	
1193	800	13	1	02/07/24 11:24:45 AM	
1194	800	9	1	02/07/24 11:24:46 AM	
1195	800	11	1	02/07/24 11:24:47 AM	
1196	800	12	1	02/07/24 11:24:48 AM	
1197	800	12	1	02/07/24 11:24:49 AM	
1198	800	6	1	02/07/24 11:24:50 AM	
1199	800	11	1	02/07/24 11:24:52 AM	
1200	800	14	1	02/07/24 11:24:53 AM	
1201	800	8	1	02/07/24 11:24:54 AM	
1202	800	17	1	02/07/24 11:24:55 AM	
1203	800	14	1	02/07/24 11:24:56 AM	
1204	800	12	1	02/07/24 11:24:57 AM	
1205	800	9	1	02/07/24 11:24:58 AM	
1206	800	11	1	02/07/24 11:25:00 AM	
1207	800	8	1	02/07/24 11:25:01 AM	
1208	800	11	1	02/07/24 11:25:02 AM	
1209	800	9	1	02/07/24 11:25:03 AM	
1210	800	9	1	02/07/24 11:25:04 AM	
1211	800	10	1	02/07/24 11:25:05 AM	
1212	800	7	1	02/07/24 11:25:06 AM	
1213	800	9	1	02/07/24 11:25:08 AM	
1214	800	8	1	02/07/24 11:25:09 AM	
1215	800	12	1	02/07/24 11:25:10 AM	
1216	800	17	1	02/07/24 11:25:11 AM	
1217	800	11	1	02/07/24 11:25:12 AM	
1218	800	6	1	02/07/24 11:25:13 AM	
1219	800	8	1	02/07/24 11:25:15 AM	
1220	800	16	1	02/07/24 11:25:16 AM	
1221	800	9	1	02/07/24 11:25:17 AM	
1222	800	10	1	02/07/24 11:25:18 AM	
1223	800	15	1	02/07/24 11:25:19 AM	
1224	800	12	1	02/07/24 11:25:20 AM	
1225	800	12	1	02/07/24 11:25:21 AM	
1226	800	16	1	02/07/24 11:25:23 AM	
1227	800	1	1	02/07/24 11:25:24 AM	
1228	800	9	1	02/07/24 11:25:25 AM	
1229	800	8	1	02/07/24 11:25:26 AM	
1230	800	16	1	02/07/24 11:25:27 AM	
1231	800	9	1	02/07/24 11:25:28 AM	
1232	800	11	1	02/07/24 11:25:29 AM	
1233	800	10	1	02/07/24 11:25:31 AM	
1234	800	11	1	02/07/24 11:25:32 AM	
1235	800	14	1	02/07/24 11:25:33 AM	
1236	800	11	1	02/07/24 11:25:34 AM	
1237	800	16	1	02/07/24 11:25:35 AM	
1238	800	14	1	02/07/24 11:25:37 AM	
1239	800	10	1	02/07/24 11:25:38 AM	
1240	800	7	1	02/07/24 11:25:39 AM	
1241	800	11	1	02/07/24 11:25:40 AM	
1242	800	10	1	02/07/24 11:25:41 AM	
1243	800	13	1	02/07/24 11:25:42 AM	
1244	800	13	1	02/07/24 11:25:43 AM	
1245	800	17	1	02/07/24 11:25:44 AM	
1246	800	12	1	02/07/24 11:25:46 AM	
1247	800	7	1	02/07/24 11:25:47 AM	
1248	800	10	1	02/07/24 11:25:48 AM	
1249	800	8	1	02/07/24 11:25:49 AM	
1250	800	10	1	02/07/24 11:25:50 AM	
1251	800	9	1	02/07/24 11:25:51 AM	
1252	800	7	1	02/07/24 11:25:53 AM	
1253	800	13	1	02/07/24 11:25:54 AM	
1254	800	10	1	02/07/24 11:25:55 AM	
1255	800	9	1	02/07/24 11:25:56 AM	
1256	800	13	1	02/07/24 11:25:57 AM	
1257	800	11	1	02/07/24 11:25:58 AM	
1258	800	20	1	02/07/24 11:25:59 AM	
1259	800	16	1	02/07/24 11:26:01 AM	
1260	800	14	1	02/07/24 11:26:02 AM	
1261	800	13	1	02/07/24 11:26:03 AM	
1262	800	15	1	02/07/24 11:26:04 AM	
1263	800	11	1	02/07/24 11:26:05 AM	
1264	800	13	1	02/07/24 11:26:06 AM	
1265	800	13	1	02/07/24 11:26:07 AM	
1266	800	11	1	02/07/24 11:26:09 AM	
1267	800	8	1	02/07/24 11:26:10 AM	
1268	800	12	1	02/07/24 11:26:11 AM	
1269	800	16	1	02/07/24 11:26:12 AM	
1270	800	20	1	02/07/24 11:26:13 AM	
1271	800	11	1	02/07/24 11:26:14 AM	
1272	800	9	1	02/07/24 11:26:15 AM	
1273	800	9	1	02/07/24 11:26:17 AM	
1274	800	11	1	02/07/24 11:26:18 AM	
1275	800	8	1	02/07/24 11:26:19 AM	
1276	800	8	1	02/07/24 11:26:20 AM	
1277	800	18	1	02/07/24 11:26:21 AM	
1278	800	16	1	02/07/24 11:26:22 AM	
1279	800	7	1	02/07/24 11:26:24 AM	
1280	800	9	1	02/07/24 11:26:25 AM	
1281	800	12	1	02/07/24 11:26:26 AM	
1282	800	13	1	02/07/24 11:26:27 AM	
1283	800	6	1	02/07/24 11:26:28 AM	
1284	800	15	1	02/07/24 11:26:30 AM	
1285	800	8	1	02/07/24 11:26:31 AM	
1286	800	13	1	02/07/24 11:26:32 AM	
1287	800	8	1	02/07/24 11:26:33 AM	
1288	800	15	1	02/07/24 11:26:34 AM	
1289	800	13	1	02/07/24 11:26:35 AM	
1290	800	13	1	02/07/24 11:26:37 AM	
1291	800	11	1	02/07/24 11:26:38 AM	
1292	800	12	1	02/07/24 11:26:39 AM	
1293	800	12	1	02/07/24 11:26:40 AM	
1294	800	11	1	02/07/24 11:26:41 AM	
1295	800	10	1	02/07/24 11:26:42 AM	
1296	800	8	1	02/07/24 11:26:43 AM	
1297	800	5	1	02/07/24 11:26:44 AM	
1298	800	9	1	02/07/24 11:26:46 AM	
1299	800	10	1	02/07/24 11:26:47 AM	
1300	800	14	1	02/07/24 11:26:48 AM	
1301	800	9	1	02/07/24 11:26:49 AM	
1302	800	6	1	02/07/24 11:26:50 AM	
1303	800	13	1	02/07/24 11:26:51 AM	
1304	800	13	1	02/07/24 11:26:53 AM	
1305	800	13	1	02/07/24 11:26:54 AM	
1306	800	10	1	02/07/24 11:26:55 AM	
1307	800	9	1	02/07/24 11:26:56 AM	
1308	800	13	1	02/07/24 11:26:57 AM	
1309	800	11	1	02/07/24 11:26:58 AM	
1310	800	12	1	02/07/24 11:26:59 AM	
1311	800	14	1	02/07/24 11:27:01 AM	
1312	800	13	1	02/07/24 11:27:02 AM	
1313	800	12	1	02/07/24 11:27:03 AM	
1314	800	8	1	02/07/24 11:27:04 AM	
1315	800	11	1	02/07/24 11:27:05 AM	
1316	800	10	1	02/07/24 11:27:06 AM	
1317	800	9	1	02/07/24 11:27:07 AM	
1318	800	6	1	02/07/24 11:27:09 AM	
1319	800	8	1	02/07/24 11:27:10 AM	
1320	800	5	1	02/07/24 11:27:11 AM	
1321	800	11	1	02/07/24 11:27:12 AM	
1322	800	15	1	02/07/24 11:27:13 AM	
1323	800	12	1	02/07/24 11:27:14 AM	
1324	800	8	1	02/07/24 11:27:16 AM	
1325	800	11	1	02/07/24 11:27:17 AM	
1326	800	12	1	02/07/24 11:27:18 AM	
1327	800	12	1	02/07/24 11:27:19 AM	
1328	800	8	1	02/07/24 11:27:20 AM	
1329	800	9	1	02/07/24 11:27:21 AM	
1330	800	11	1	02/07/24 11:27:22 AM	
1331	800	9	1	02/07/24 11:27:24 AM	
1332	800	7	1	02/07/24 11:27:25 AM	
1333	800	13	1	02/07/24 11:27:26 AM	
1334	800	9	1	02/07/24 11:27:27 AM	
1335	800	13	1	02/07/24 11:27:28 AM	
1336	800	7	1	02/07/24 11:27:29 AM	
1337	800	14	1	02/07/24 11:27:31 AM	
1338	800	13	1	02/07/24 11:27:32 AM	
1339	800	10	1	02/07/24 11:27:33 AM	
1340	800	13	1	02/07/24 11:27:34 AM	
1341	800	7	1	02/07/24 11:27:35 AM	
1342	800	6	1	02/07/24 11:27:36 AM	
1343	800	9	1	02/07/24 11:27:38 AM	
1344	800	13	1	02/07/24 11:27:39 AM	
1345	800	10	1	02/07/24 11:27:40 AM	
1346	800	5	1	02/07/24 11:27:41 AM	
1347	800	2	1	02/07/24 11:27:42 AM	
1348	800	10	1	02/07/24 11:27:43 AM	
1349	800	7	1	02/07/24 11:27:45 AM	
1350	800	8	1	02/07/24 11:27:46 AM	
1351	800	8	1	02/07/24 11:27:47 AM	
1352	800	9	1	02/07/24 11:27:48 AM	
1353	800	8	1	02/07/24 11:27:49 AM	
1354	800	6	1	02/07/24 11:27:50 AM	
1355	800	14	1	02/07/24 11:27:52 AM	
1356	800	12	1	02/07/24 11:27:53 AM	
1357	800	15	1	02/07/24 11:27:54 AM	
1358	800	7	1	02/07/24 11:27:55 AM	
1359	800	11	1	02/07/24 11:27:56 AM	
1360	800	9	1	02/07/24 11:27:57 AM	
1361	800	17	1	02/07/24 11:27:59 AM	
1362	800	10	1	02/07/24 11:28:00 AM	
1363	800	12	1	02/07/24 11:28:01 AM	
1364	800	9	1	02/07/24 11:28:02 AM	
1365	800	10	1	02/07/24 11:28:03 AM	
1366	800	11	1	02/07/24 11:28:04 AM	
1367	800	13	1	02/07/24 11:28:05 AM	
1368	800	14	1	02/07/24 11:28:07 AM	
1369	800	11	1	02/07/24 11:28:08 AM	
1370	800	7	1	02/07/24 11:28:09 AM	
1371	800	10	1	02/07/24 11:28:10 AM	
1372	800	14	1	02/07/24 11:28:11 AM	
1373	800	14	1	02/07/24 11:28:12 AM	
1374	800	14	1	02/07/24 11:28:13 AM	
1375	800	13	1	02/07/24 11:28:15 AM	
1376	800	10	1	02/07/24 11:28:16 AM	
1377	800	10	1	02/07/24 11:28:17 AM	
1378	800	9	1	02/07/24 11:28:18 AM	
1379	800	12	1	02/07/24 11:28:19 AM	
1380	800	7	1	02/07/24 11:28:20 AM	
1381	800	13	1	02/07/24 11:28:21 AM	
1382	800	7	1	02/07/24 11:28:23 AM	
1383	800	10	1	02/07/24 11:28:24 AM	
1384	800	9	1	02/07/24 11:28:25 AM	
1385	800	15	1	02/07/24 11:28:26 AM	
1386	800	6	1	02/07/24 11:28:27 AM	
1387	800	11	1	02/07/24 11:28:28 AM	
1388	800	11	1	02/07/24 11:28:29 AM	
1389	800	10	1	02/07/24 11:28:31 AM	
1390	800	5	1	02/07/24 11:28:32 AM	
1391	800	10	1	02/07/24 11:28:33 AM	
1392	800	11	1	02/07/24 11:28:34 AM	
1393	800	8	1	02/07/24 11:28:35 AM	
1394	800	7	1	02/07/24 11:28:37 AM	
1395	800	19	1	02/07/24 11:28:38 AM	
1396	800	11	1	02/07/24 11:28:39 AM	
1397	800	10	1	02/07/24 11:28:40 AM	
1398	800	13	1	02/07/24 11:28:41 AM	
1399	800	8	1	02/07/24 11:28:42 AM	
1400	800	7	1	02/07/24 11:28:44 AM	
1401	800	15	1	02/07/24 11:28:45 AM	
1402	800	10	1	02/07/24 11:28:46 AM	
1403	800	11	1	02/07/24 11:28:47 AM	
1404	800	8	1	02/07/24 11:28:48 AM	
1405	800	14	1	02/07/24 11:28:49 AM	
1406	800	13	1	02/07/24 11:28:50 AM	
1407	800	11	1	02/07/24 11:28:52 AM	
1408	800	14	1	02/07/24 11:28:53 AM	
1409	800	17	1	02/07/24 11:28:54 AM	
1410	800	9	1	02/07/24 11:28:55 AM	
1411	800	7	1	02/07/24 11:28:56 AM	
1412	800	13	1	02/07/24 11:28:57 AM	
1413	800	13	1	02/07/24 11:28:59 AM	
1414	800	5	1	02/07/24 11:29:00 AM	
1415	800	12	1	02/07/24 11:29:01 AM	
1416	800	11	1	02/07/24 11:29:02 AM	
1417	800	20	1	02/07/24 11:29:03 AM	
1418	800	17	1	02/07/24 11:29:04 AM	
1419	800	16	1	02/07/24 11:29:06 AM	
1420	800	9	1	02/07/24 11:29:07 AM	
1421	800	12	1	02/07/24 11:29:08 AM	
1422	800	10	1	02/07/24 11:29:09 AM	
1423	800	10	1	02/07/24 11:29:10 AM	
1424	800	14	1	02/07/24 11:29:11 AM	
1425	800	8	1	02/07/24 11:29:13 AM	
1426	800	8	1	02/07/24 11:29:14 AM	
1427	800	13	1	02/07/24 11:29:15 AM	
1428	800	7	1	02/07/24 11:29:16 AM	
1429	800	10	1	02/07/24 11:29:17 AM	
1430	800	9	1	02/07/24 11:29:18 AM	
1431	800	9	1	02/07/24 11:29:20 AM	
1432	800	12	1	02/07/24 11:29:21 AM	
1433	800	5	1	02/07/24 11:29:22 AM	
1434	800	6	1	02/07/24 11:29:23 AM	
1435	800	12	1	02/07/24 11:29:24 AM	
1436	800	7	1	02/07/24 11:29:25 AM	
1437	800	12	1	02/07/24 11:29:26 AM	
1438	800	10	1	02/07/24 11:29:28 AM	
1439	800	18	1	02/07/24 11:29:29 AM	
1440	800	6	1	02/07/24 11:29:30 AM	
1441	800	10	1	02/07/24 11:29:31 AM	
1442	800	13	1	02/07/24 11:29:32 AM	
1443	800	7	1	02/07/24 11:29:33 AM	
1444	800	11	1	02/07/24 11:29:34 AM	
1445	800	11	1	02/07/24 11:29:36 AM	
1446	800	16	1	02/07/24 11:29:37 AM	
1447	800	14	1	02/07/24 11:29:38 AM	
1448	800	15	1	02/07/24 11:29:39 AM	
1449	800	14	1	02/07/24 11:29:40 AM	
1450	800	10	1	02/07/24 11:29:41 AM	
1451	800	11	1	02/07/24 11:29:42 AM	
1452	800	12	1	02/07/24 11:29:44 AM	
1453	800	8	1	02/07/24 11:29:45 AM	
1454	800	15	1	02/07/24 11:29:46 AM	
1455	800	16	1	02/07/24 11:29:47 AM	
1456	800	12	1	02/07/24 11:29:48 AM	
1457	800	14	1	02/07/24 11:29:49 AM	
1458	800	18	1	02/07/24 11:29:50 AM	
1459	800	8	1	02/07/24 11:29:52 AM	
1460	800	11	1	02/07/24 11:29:53 AM	
1461	800	9	1	02/07/24 11:29:54 AM	
1462	800	10	1	02/07/24 11:29:55 AM	
1463	800	7	1	02/07/24 11:29:56 AM	
1464	800	12	1	02/07/24 11:29:57 AM	
1465	800	10	1	02/07/24 11:29:59 AM	
1466	800	12	1	02/07/24 11:30:00 AM	
1467	800	7	1	02/07/24 11:30:01 AM	
1468	800	9	1	02/07/24 11:30:02 AM	
1469	800	11	1	02/07/24 11:30:03 AM	
1470	800	14	1	02/07/24 11:30:04 AM	
1471	800	15	1	02/07/24 11:30:06 AM	
1472	800	14	1	02/07/24 11:30:07 AM	
1473	800	14	1	02/07/24 11:30:08 AM	
1474	800	16	1	02/07/24 11:30:09 AM	
1475	800	11	1	02/07/24 11:30:10 AM	
1476	800	16	1	02/07/24 11:30:11 AM	
1477	800	7	1	02/07/24 11:30:12 AM	
1478	800	16	1	02/07/24 11:30:14 AM	
1479	800	12	1	02/07/24 11:30:15 AM	
1480	800	6	1	02/07/24 11:30:16 AM	
1481	800	7	1	02/07/24 11:30:17 AM	
1482	800	7	1	02/07/24 11:30:18 AM	
1483	800	10	1	02/07/24 11:30:19 AM	
1484	800	6	1	02/07/24 11:30:20 AM	
1485	800	11	1	02/07/24 11:30:22 AM	
1486	800	11	1	02/07/24 11:30:23 AM	
1487	800	5	1	02/07/24 11:30:24 AM	
1488	800	12	1	02/07/24 11:30:25 AM	
1489	800	9	1	02/07/24 11:30:26 AM	
1490	800	14	1	02/07/24 11:30:27 AM	
1491	800	8	1	02/07/24 11:30:29 AM	
1492	800	8	1	02/07/24 11:30:30 AM	
1493	800	14	1	02/07/24 11:30:31 AM	
1494	800	5	1	02/07/24 11:30:32 AM	
1495	800	14	1	02/07/24 11:30:33 AM	
1496	800	14	1	02/07/24 11:30:34 AM	
1497	800	8	1	02/07/24 11:30:35 AM	
1498	800	11	1	02/07/24 11:30:37 AM	
1499	800	14	1	02/07/24 11:30:38 AM	
1500	800	15	1	02/07/24 11:30:39 AM	
1501	800	7	1	02/07/24 11:30:40 AM	
1502	800	15	1	02/07/24 11:30:41 AM	
1503	800	14	1	02/07/24 11:30:42 AM	
1504	800	11	1	02/07/24 11:30:44 AM	
1505	800	15	1	02/07/24 11:30:45 AM	
1506	800	13	1	02/07/24 11:30:46 AM	
1507	800	11	1	02/07/24 11:30:47 AM	
1508	800	8	1	02/07/24 11:30:48 AM	
1509	800	14	1	02/07/24 11:30:49 AM	
1510	800	18	1	02/07/24 11:30:50 AM	
1511	800	9	1	02/07/24 11:30:52 AM	
1512	800	8	1	02/07/24 11:30:53 AM	
1513	800	6	1	02/07/24 11:30:54 AM	
1514	800	6	1	02/07/24 11:30:55 AM	
1515	800	15	1	02/07/24 11:30:56 AM	
1516	800	14	1	02/07/24 11:30:57 AM	
1517	800	11	1	02/07/24 11:30:58 AM	
1518	800	10	1	02/07/24 11:31:00 AM	
1519	800	14	1	02/07/24 11:31:01 AM	
1520	800	10	1	02/07/24 11:31:02 AM	
1521	800	12	1	02/07/24 11:31:03 AM	
1522	800	5	1	02/07/24 11:31:04 AM	
1523	800	7	1	02/07/24 11:31:05 AM	
1524	800	10	1	02/07/24 11:31:06 AM	
1525	800	5	1	02/07/24 11:31:07 AM	
1526	800	15	1	02/07/24 11:31:09 AM	
1527	800	16	1	02/07/24 11:31:10 AM	
1528	800	10	1	02/07/24 11:31:11 AM	
1529	800	11	1	02/07/24 11:31:12 AM	
1530	800	12	1	02/07/24 11:31:13 AM	
1531	800	9	1	02/07/24 11:31:14 AM	
1532	800	9	1	02/07/24 11:31:16 AM	
1533	800	11	1	02/07/24 11:31:17 AM	
1534	800	13	1	02/07/24 11:31:18 AM	
1535	800	8	1	02/07/24 11:31:19 AM	
1536	800	10	1	02/07/24 11:31:20 AM	
1537	800	11	1	02/07/24 11:31:21 AM	
1538	800	7	1	02/07/24 11:31:23 AM	
1539	800	14	1	02/07/24 11:31:24 AM	
1540	800	11	1	02/07/24 11:31:25 AM	
1541	800	7	1	02/07/24 11:31:26 AM	
1542	800	11	1	02/07/24 11:31:27 AM	
1543	800	12	1	02/07/24 11:31:28 AM	
1544	800	8	1	02/07/24 11:31:29 AM	
1545	800	8	1	02/07/24 11:31:31 AM	
1546	800	11	1	02/07/24 11:31:32 AM	
1547	800	16	1	02/07/24 11:31:33 AM	
1548	800	6	1	02/07/24 11:31:34 AM	
1549	800	8	1	02/07/24 11:31:35 AM	
1550	800	10	1	02/07/24 11:31:36 AM	
1551	800	12	1	02/07/24 11:31:38 AM	
1552	800	16	1	02/07/24 11:31:39 AM	
1553	800	16	1	02/07/24 11:31:40 AM	
1554	800	8	1	02/07/24 11:31:41 AM	
1555	800	14	1	02/07/24 11:31:42 AM	
1556	800	14	1	02/07/24 11:31:43 AM	
1557	800	5	1	02/07/24 11:31:44 AM	
1558	800	8	1	02/07/24 11:31:46 AM	
1559	800	12	1	02/07/24 11:31:47 AM	
1560	800	17	1	02/07/24 11:31:48 AM	
1561	800	15	1	02/07/24 11:31:49 AM	
1562	800	14	1	02/07/24 11:31:50 AM	
1563	800	9	1	02/07/24 11:31:51 AM	
1564	800	16	1	02/07/24 11:31:53 AM	
1565	800	6	1	02/07/24 11:31:54 AM	
1566	800	11	1	02/07/24 11:31:55 AM	
1567	800	10	1	02/07/24 11:31:56 AM	
1568	800	12	1	02/07/24 11:31:57 AM	
1569	800	11	1	02/07/24 11:31:58 AM	
1570	800	9	1	02/07/24 11:32:00 AM	
1571	800	10	1	02/07/24 11:32:01 AM	
1572	800	7	1	02/07/24 11:32:02 AM	
1573	800	11	1	02/07/24 11:32:03 AM	
1574	800	13	1	02/07/24 11:32:04 AM	
1575	800	11	1	02/07/24 11:32:05 AM	
1576	800	10	1	02/07/24 11:32:06 AM	
1577	800	13	1	02/07/24 11:32:08 AM	
1578	800	11	1	02/07/24 11:32:09 AM	
1579	800	11	1	02/07/24 11:32:10 AM	
1580	800	5	1	02/07/24 11:32:11 AM	
1581	800	4	1	02/07/24 11:32:12 AM	
1582	800	15	1	02/07/24 11:32:13 AM	
1583	800	15	1	02/07/24 11:32:15 AM	
1584	800	12	1	02/07/24 11:32:16 AM	
1585	800	19	1	02/07/24 11:32:17 AM	
1586	800	12	1	02/07/24 11:32:18 AM	
1587	800	11	1	02/07/24 11:32:19 AM	
1588	800	6	1	02/07/24 11:32:20 AM	
1589	800	16	1	02/07/24 11:32:21 AM	
1590	800	9	1	02/07/24 11:32:23 AM	
1591	800	8	1	02/07/24 11:32:24 AM	
1592	800	10	1	02/07/24 11:32:25 AM	
1593	800	10	1	02/07/24 11:32:26 AM	
1594	800	10	1	02/07/24 11:32:27 AM	
1595	800	14	1	02/07/24 11:32:28 AM	
1596	800	10	1	02/07/24 11:32:29 AM	
1597	800	15	1	02/07/24 11:32:31 AM	
1598	800	12	1	02/07/24 11:32:32 AM	
1599	800	6	1	02/07/24 11:32:33 AM	
1600	800	16	1	02/07/24 11:32:34 AM	
1601	800	16	1	02/07/24 11:32:35 AM	
1602	800	14	1	02/07/24 11:32:36 AM	
1603	800	14	1	02/07/24 11:32:38 AM	
1604	800	11	1	02/07/24 11:32:39 AM	
1605	800	15	1	02/07/24 11:32:40 AM	
1606	800	10	1	02/07/24 11:32:41 AM	
1607	800	11	1	02/07/24 11:32:42 AM	
1608	800	10	1	02/07/24 11:32:43 AM	
1609	800	10	1	02/07/24 11:32:44 AM	
1610	800	16	1	02/07/24 11:32:46 AM	
1611	800	13	1	02/07/24 11:32:47 AM	
1612	800	13	1	02/07/24 11:32:48 AM	
1613	800	8	1	02/07/24 11:32:49 AM	
1614	800	7	1	02/07/24 11:32:50 AM	
1615	800	9	1	02/07/24 11:32:51 AM	
1616	800	13	1	02/07/24 11:32:53 AM	
1617	800	10	1	02/07/24 11:32:54 AM	
1618	800	9	1	02/07/24 11:32:55 AM	
1619	800	12	1	02/07/24 11:32:56 AM	
1620	800	9	1	02/07/24 11:32:57 AM	
1621	800	11	1	02/07/24 11:32:58 AM	
1622	800	15	1	02/07/24 11:32:59 AM	
1623	800	10	1	02/07/24 11:33:01 AM	
1624	800	8	1	02/07/24 11:33:02 AM	
1625	800	15	1	02/07/24 11:33:03 AM	
1626	800	7	1	02/07/24 11:33:04 AM	
1627	800	13	1	02/07/24 11:33:05 AM	
1628	800	10	1	02/07/24 11:33:06 AM	
1629	800	8	1	02/07/24 11:33:07 AM	
1630	800	10	1	02/07/24 11:33:09 AM	
1631	800	9	1	02/07/24 11:33:10 AM	
1632	800	6	1	02/07/24 11:33:11 AM	
1633	800	11	1	02/07/24 11:33:12 AM	
1634	800	12	1	02/07/24 11:33:13 AM	
1635	800	15	1	02/07/24 11:33:15 AM	
1636	800	12	1	02/07/24 11:33:16 AM	
1637	800	10	1	02/07/24 11:33:17 AM	
1638	800	9	1	02/07/24 11:33:18 AM	
1639	800	17	1	02/07/24 11:33:19 AM	
1640	800	9	1	02/07/24 11:33:20 AM	
1641	800	7	1	02/07/24 11:33:21 AM	
1642	800	10	1	02/07/24 11:33:23 AM	
1643	800	11	1	02/07/24 11:33:24 AM	
1644	800	10	1	02/07/24 11:33:25 AM	
1645	800	13	1	02/07/24 11:33:26 AM	
1646	800	8	1	02/07/24 11:33:27 AM	
1647	800	13	1	02/07/24 11:33:28 AM	
1648	800	10	1	02/07/24 11:33:30 AM	
1649	800	10	1	02/07/24 11:33:31 AM	
1650	800	7	1	02/07/24 11:33:32 AM	
1651	800	11	1	02/07/24 11:33:33 AM	
1652	800	8	1	02/07/24 11:33:34 AM	
1653	800	10	1	02/07/24 11:33:35 AM	
1654	800	14	1	02/07/24 11:33:36 AM	
1655	800	7	1	02/07/24 11:33:38 AM	
1656	800	17	1	02/07/24 11:33:39 AM	
1657	800	7	1	02/07/24 11:33:40 AM	
1658	800	8	1	02/07/24 11:33:41 AM	
1659	800	14	1	02/07/24 11:33:42 AM	
1660	800	8	1	02/07/24 11:33:44 AM	
1661	800	13	1	02/07/24 11:33:45 AM	
1662	800	9	1	02/07/24 11:33:46 AM	
1663	800	17	1	02/07/24 11:33:47 AM	
1664	800	9	1	02/07/24 11:33:48 AM	
1665	800	13	1	02/07/24 11:33:50 AM	
1666	800	14	1	02/07/24 11:33:51 AM	
1667	800	13	1	02/07/24 11:33:52 AM	
1668	800	9	1	02/07/24 11:33:53 AM	
1669	800	16	1	02/07/24 11:33:54 AM	
1670	800	11	1	02/07/24 11:33:55 AM	
1671	800	11	1	02/07/24 11:33:56 AM	
1672	800	13	1	02/07/24 11:33:58 AM	
1673	800	12	1	02/07/24 11:33:59 AM	
1674	800	7	1	02/07/24 11:34:00 AM	
1675	800	12	1	02/07/24 11:34:01 AM	
1676	800	10	1	02/07/24 11:34:02 AM	
1677	800	12	1	02/07/24 11:34:03 AM	
1678	800	9	1	02/07/24 11:34:04 AM	
1679	800	9	1	02/07/24 11:34:06 AM	
1680	800	11	1	02/07/24 11:34:07 AM	
1681	800	7	1	02/07/24 11:34:08 AM	
1682	800	11	1	02/07/24 11:34:09 AM	
1683	800	12	1	02/07/24 11:34:10 AM	
1684	800	10	1	02/07/24 11:34:12 AM	
1685	800	8	1	02/07/24 11:34:13 AM	
1686	800	8	1	02/07/24 11:34:14 AM	
1687	800	10	1	02/07/24 11:34:15 AM	
1688	800	10	1	02/07/24 11:34:16 AM	
