Wavelength,Intensity Source #3,,starting W (nm),ending W (nm),Delta W (nm),Intensity,,,Source #3
923.076,1.733,,,,,,,,
923.376,1.709,,,,,,,,
923.677,1.733,,,,,,,,
923.978,1.758,,,,,,,,
924.278,1.807,,,,,,,,
924.578,1.904,,,,,,,,
924.879,2.661,,,,,,,,
925.179,5.103,,,,,,,,
925.479,5.762,,,,,,,,
925.779,5.542,,,,,,,,
926.079,5.225,,,,,,,,
926.38,3.516,,,,,,,,
926.68,2.93,,,,,,,,
926.98,2.588,,,,,,,,
927.279,2.539,,,,,,,,
927.579,2.466,,,,,,,,
927.879,2.417,,,,,,,,
928.179,2.295,,,,,,,,
928.478,2.173,,,,,,,,
928.778,2.1,,,,,,,,
929.078,2.026,,,,,,,,
929.377,1.929,,,,,,,,
929.677,1.88,,,,,,,,
929.976,1.831,,,,,,,,
930.275,1.831,,,,,,,,
930.575,1.782,,,,,,,,
930.874,1.758,,,,,,,,
931.173,1.758,,,,,,,,
931.472,1.758,,,,,,,,
931.771,1.782,,,,,,,,
932.07,1.807,,,,,,,,
932.369,1.758,,,,,,,,
932.668,1.782,,,,,,,,
932.967,1.758,,,,,,,,
933.266,1.733,,,,,,,,
933.565,1.709,,,,,,,,
933.863,1.709,,,,,,,,
934.162,1.709,,,,,,,,
934.461,1.709,,,,,,,,
934.759,1.709,,,,,,,,
935.058,1.831,,,,,,,,
935.356,1.978,,,,,,,,
935.654,1.88,,,,,,,,
935.953,1.831,,,,,,,,
936.251,1.807,,,,,,,,
936.549,1.758,,,,,,,,
936.847,1.733,,,,,,,,
937.145,1.733,,,,,,,,
937.443,1.733,,,,,,,,
937.741,1.782,,,,,,,,
938.039,1.807,,,,,,,,
938.337,1.831,,,,,,,,
938.635,1.831,,,,,,,,
938.933,1.855,,,,,,,,
939.23,1.831,,,,,,,,
939.528,1.831,,,,,,,,
939.826,1.807,,,,,,,,
940.123,1.807,,,,,,,,
940.421,1.782,,,,,,,,
940.718,1.782,,,,,,,,
941.015,1.758,,,,,,,,
941.313,1.733,,,,,,,,
941.61,1.709,,,,,,,,
941.907,1.733,,,,,,,,
942.204,1.758,,,,,,,,
942.501,1.978,,,,,,,,
942.798,2.1,,,,,,,,
943.095,2.051,,,,,,,,
943.392,2.026,,,,,,,,
943.689,1.929,,,,,,,,
943.986,1.855,,,,,,,,
944.283,1.807,,,,,,,,
944.579,1.782,,,,,,,,
944.876,1.733,,,,,,,,
945.173,1.733,,,,,,,,
945.469,1.758,,,,,,,,
945.766,1.758,,,,,,,,
946.062,1.733,,,,,,,,
946.358,1.733,,,,,,,,
946.655,1.758,,,,,,,,
946.951,1.782,,,,,,,,
947.247,1.782,,,,,,,,
947.543,1.758,,,,,,,,
947.839,1.758,,,,,,,,
948.135,1.733,,,,,,,,
948.431,1.733,,,,,,,,
948.727,1.733,,,,,,,,
949.023,1.709,,,,,,,,
949.319,1.709,,,,,,,,
949.615,1.709,,,,,,,,
949.91,1.709,,,,,,,,
950.206,1.733,,,,,,,,
950.502,1.758,,,,,,,,
950.797,1.758,,,,,,,,
951.093,1.733,,,,,,,,
951.388,1.733,,,,,,,,
951.684,1.709,,,,,,,,
951.979,1.685,,,,,,,,
952.274,1.685,,,,,,,,
952.569,1.685,,,,,,,,
952.864,1.685,,,,,,,,
953.159,1.709,,,,,,,,
953.455,1.709,,,,,,,,
953.749,1.709,,,,,,,,
954.044,1.709,,,,,,,,
954.339,1.685,,,,,,,,
954.634,1.66,,,,,,,,
954.929,1.66,,,,,,,,
955.224,1.66,,,,,,,,
955.518,1.66,,,,,,,,
955.813,1.66,,,,,,,,
956.107,1.685,,,,,,,,
956.402,1.685,,,,,,,,
956.696,1.709,,,,,,,,
956.991,1.685,,,,,,,,
957.285,1.66,,,,,,,,
957.579,1.66,,,,,,,,
957.873,1.685,,,,,,,,
958.167,1.733,,,,,,,,
958.461,1.758,,,,,,,,
958.755,1.782,,,,,,,,
959.049,1.758,,,,,,,,
959.343,1.733,,,,,,,,
959.637,1.709,,,,,,,,
959.931,1.709,,,,,,,,
960.225,1.685,,,,,,,,
960.518,1.66,,,,,,,,
960.812,1.66,,,,,,,,
961.106,1.685,,,,,,,,
961.399,1.685,,,,,,,,
961.693,1.709,,,,,,,,
961.986,1.709,,,,,,,,
962.279,1.685,,,,,,,,
962.573,1.709,,,,,,,,
962.866,1.685,,,,,,,,
963.159,1.66,,,,,,,,
963.452,1.66,,,,,,,,
963.745,1.66,,,,,,,,
964.038,1.685,,,,,,,,
964.331,1.709,,,,,,,,
964.624,1.685,,,,,,,,
964.917,1.709,,,,,,,,
965.21,1.709,,,,,,,,
965.502,1.709,,,,,,,,
965.795,1.733,,,,,,,,
966.088,1.685,,,,,,,,
966.38,1.685,,,,,,,,
966.673,1.685,,,,,,,,
966.965,1.685,,,,,,,,
967.258,1.685,,,,,,,,
967.55,1.709,,,,,,,,
967.842,1.709,,,,,,,,
968.134,1.733,,,,,,,,
968.427,1.709,,,,,,,,
968.719,1.709,,,,,,,,
969.011,1.685,,,,,,,,
969.303,1.685,,,,,,,,
969.595,1.685,,,,,,,,
969.887,1.709,,,,,,,,
970.178,1.685,,,,,,,,
970.47,1.685,,,,,,,,
970.762,1.66,,,,,,,,
971.054,1.636,,,,,,,,
971.345,1.685,,,,,,,,
971.637,1.733,,,,,,,,
971.928,1.709,,,,,,,,
972.22,1.685,,,,,,,,
972.511,1.66,,,,,,,,
972.802,1.66,,,,,,,,
973.094,1.66,,,,,,,,
973.385,1.66,,,,,,,,
973.676,1.66,,,,,,,,
973.967,1.66,,,,,,,,
974.258,1.636,,,,,,,,
974.549,1.636,,,,,,,,
974.84,1.66,,,,,,,,
975.131,1.66,,,,,,,,
975.422,1.66,,,,,,,,
975.712,1.66,,,,,,,,
976.003,1.733,,,,,,,,
976.294,1.88,,,,,,,,
976.584,1.831,,,,,,,,
976.875,1.782,,,,,,,,
977.165,1.782,,,,,,,,
977.456,1.782,,,,,,,,
977.746,1.758,,,,,,,,
978.036,1.782,,,,,,,,
978.326,1.807,,,,,,,,
978.617,1.807,,,,,,,,
978.907,1.782,,,,,,,,
979.197,1.782,,,,,,,,
979.487,1.782,,,,,,,,
979.777,1.782,,,,,,,,
980.067,1.831,,,,,,,,
980.356,1.88,,,,,,,,
980.646,1.855,,,,,,,,
980.936,1.807,,,,,,,,
981.226,1.782,,,,,,,,
981.515,1.758,,,,,,,,
981.805,1.733,,,,,,,,
982.094,1.758,,,,,,,,
982.384,1.782,,,,,,,,
982.673,1.758,,,,,,,,
982.962,1.733,,,,,,,,
983.252,1.733,,,,,,,,
983.541,1.733,,,,,,,,
983.83,1.709,,,,,,,,
984.119,1.709,,,,,,,,
984.408,1.733,,,,,,,,
984.697,1.709,,,,,,,,
984.986,1.709,,,,,,,,
985.275,1.782,,,,,,,,
985.564,1.782,,,,,,,,
985.852,1.758,,,,,,,,
986.141,1.733,,,,,,,,
986.43,1.733,,,,,,,,
986.718,1.709,,,,,,,,
987.007,1.758,,,,,,,,
987.295,1.807,,,,,,,,
987.584,1.758,,,,,,,,
987.872,1.733,,,,,,,,
988.16,1.758,,,,,,,,
988.449,1.807,,,,,,,,
988.737,1.807,,,,,,,,
989.025,1.782,,,,,,,,
989.313,1.807,,,,,,,,
989.601,1.782,,,,,,,,
989.889,1.733,,,,,,,,
990.177,1.709,,,,,,,,
990.465,1.709,,,,,,,,
990.752,1.733,,,,,,,,
991.04,1.733,,,,,,,,
991.328,1.733,,,,,,,,
991.615,1.733,,,,,,,,
991.903,1.709,,,,,,,,
992.19,1.758,,,,,,,,
992.478,1.807,,,,,,,,
992.765,1.831,,,,,,,,
993.053,1.855,,,,,,,,
993.34,1.807,,,,,,,,
993.627,1.758,,,,,,,,
993.914,1.758,,,,,,,,
994.201,1.758,,,,,,,,
994.488,1.758,,,,,,,,
994.775,1.733,,,,,,,,
995.062,1.709,,,,,,,,
995.349,1.685,,,,,,,,
995.636,1.66,,,,,,,,
995.922,1.636,,,,,,,,
996.209,1.636,,,,,,,,
996.496,1.636,,,,,,,,
996.782,1.636,,,,,,,,
997.069,1.66,,,,,,,,
997.355,1.66,,,,,,,,
997.642,1.66,,,,,,,,
997.928,1.66,,,,,,,,
998.214,1.66,,,,,,,,
998.5,1.66,,,,,,,,
998.787,1.66,,,,,,,,
999.073,1.66,,,,,,,,
999.359,1.66,,,,,,,,
999.645,1.685,,,,,,,,
999.931,1.685,,,,,,,,
1000.217,1.685,,,,,,,,
1000.502,1.685,,,,,,,,
1000.788,1.685,,,,,,,,
1001.074,1.685,,,,,,,,
1001.359,1.685,,,,,,,,
1001.645,1.685,,,,,,,,
1001.931,1.685,,,,,,,,
1002.216,1.685,,,,,,,,
1002.501,1.709,,,,,,,,
1002.787,1.685,,,,,,,,
1003.072,1.709,,,,,,,,
1003.357,1.685,,,,,,,,
1003.642,1.782,,,,,,,,
1003.928,1.88,,,,,,,,
1004.213,1.831,,,,,,,,
1004.498,1.807,,,,,,,,
1004.783,1.733,,,,,,,,
1005.067,1.733,,,,,,,,
1005.352,1.733,,,,,,,,
1005.637,1.758,,,,,,,,
1005.922,1.733,,,,,,,,
1006.206,1.709,,,,,,,,
1006.491,1.709,,,,,,,,
1006.776,1.709,,,,,,,,
1007.06,1.709,,,,,,,,
1007.344,1.733,,,,,,,,
1007.629,1.782,,,,,,,,
1007.913,1.758,,,,,,,,
1008.197,1.709,,,,,,,,
1008.481,1.685,,,,,,,,
1008.766,1.685,,,,,,,,
1009.05,1.685,,,,,,,,
1009.334,1.685,,,,,,,,
1009.618,1.685,,,,,,,,
1009.902,1.685,,,,,,,,
1010.185,1.66,,,,,,,,
1010.469,1.66,,,,,,,,
1010.753,1.685,,,,,,,,
1011.036,1.685,,,,,,,,
1011.32,1.685,,,,,,,,
1011.604,1.709,,,,,,,,
1011.887,1.733,,,,,,,,
1012.171,1.709,,,,,,,,
1012.454,1.685,,,,,,,,
1012.737,1.66,,,,,,,,
1013.02,1.66,,,,,,,,
1013.304,1.685,,,,,,,,
1013.587,1.758,,,,,,,,
1013.87,1.758,,,,,,,,
1014.153,1.758,,,,,,,,
1014.436,1.758,,,,,,,,
1014.719,1.733,,,,,,,,
1015.002,1.733,,,,,,,,
1015.284,1.733,,,,,,,,
1015.567,1.733,,,,,,,,
1015.85,1.733,,,,,,,,
1016.132,1.709,,,,,,,,
1016.415,1.709,,,,,,,,
1016.697,1.66,,,,,,,,
1016.98,1.66,,,,,,,,
1017.262,1.66,,,,,,,,
1017.544,1.709,,,,,,,,
1017.827,1.782,,,,,,,,
1018.109,1.758,,,,,,,,
1018.391,1.758,,,,,,,,
1018.673,1.758,,,,,,,,
1018.955,1.733,,,,,,,,
1019.237,1.709,,,,,,,,
1019.519,1.709,,,,,,,,
1019.801,1.709,,,,,,,,
1020.083,1.733,,,,,,,,
1020.364,1.758,,,,,,,,
1020.646,1.758,,,,,,,,
1020.928,1.733,,,,,,,,
1021.209,1.709,,,,,,,,
