Wavelength,Intensity Source #3,,starting W (nm),ending W (nm),Delta W (nm),Intensity,,,Source #3
641.552,9.912,,,,,,,,
641.896,10.01,,,,,,,,
642.239,10.254,,,,,,,,
642.583,11.084,,,,,,,,
642.926,10.303,,,,,,,,
643.269,10.645,,,,,,,,
643.612,11.255,,,,,,,,
643.956,11.841,,,,,,,,
644.299,12.28,,,,,,,,
644.642,12.5,,,,,,,,
644.985,12.817,,,,,,,,
645.328,11.89,,,,,,,,
645.671,12.207,,,,,,,,
646.014,12.622,,,,,,,,
646.357,13.647,,,,,,,,
646.699,13.55,,,,,,,,
647.042,14.209,,,,,,,,
647.385,13.965,,,,,,,,
647.728,15.527,,,,,,,,
648.07,14.502,,,,,,,,
648.413,14.844,,,,,,,,
648.756,15.625,,,,,,,,
649.098,16.26,,,,,,,,
649.441,18.018,,,,,,,,
649.783,19.678,,,,,,,,
650.125,31.055,,,,,,,,
650.468,68.75,,,,,,,,
650.81,80.835,,,,,,,,
651.152,85.327,,,,,,,,
651.494,61.768,,,,,,,,
651.837,55.493,,,,,,,,
652.179,56.934,,,,,,,,
652.521,62.695,,,,,,,,
652.863,73.315,,,,,,,,
653.205,89.868,,,,,,,,
653.547,99.976,,,,,,,,
653.889,99.976,,,,,,,,
654.231,99.976,,,,,,,,
654.572,99.976,,,,,,,,
654.914,99.976,,,,,,,,
655.256,99.976,,,,,,,,
655.598,99.976,,,,,,,,
655.939,99.976,,,,,,,,
656.281,99.976,,,,,,,,
656.622,99.976,,,,,,,,
656.964,99.976,,,,,,,,
657.305,99.976,,,,,,,,
657.647,99.976,,,,,,,,
657.988,99.976,,,,,,,,
658.329,99.976,,,,,,,,
658.671,99.976,,,,,,,,
659.012,98.95,,,,,,,,
659.353,46.069,,,,,,,,
659.694,37.012,,,,,,,,
660.035,31.396,,,,,,,,
660.377,26.855,,,,,,,,
660.718,23.608,,,,,,,,
661.059,21.118,,,,,,,,
661.399,19.434,,,,,,,,
661.74,17.651,,,,,,,,
662.081,16.309,,,,,,,,
662.422,15.259,,,,,,,,
662.763,14.795,,,,,,,,
663.103,14.16,,,,,,,,
663.444,13.281,,,,,,,,
663.785,12.5,,,,,,,,
664.125,12.524,,,,,,,,
664.466,11.914,,,,,,,,
664.806,11.816,,,,,,,,
665.147,11.914,,,,,,,,
665.487,11.011,,,,,,,,
665.828,10.767,,,,,,,,
666.168,10.254,,,,,,,,
666.508,10.01,,,,,,,,
666.848,10.278,,,,,,,,
667.188,9.521,,,,,,,,
667.529,9.595,,,,,,,,
667.869,9.595,,,,,,,,
668.209,9.204,,,,,,,,
668.549,8.936,,,,,,,,
668.889,8.96,,,,,,,,
669.229,8.789,,,,,,,,
669.568,8.374,,,,,,,,
669.908,8.13,,,,,,,,
670.248,8.179,,,,,,,,
670.588,8.057,,,,,,,,
670.927,7.715,,,,,,,,
671.267,8.057,,,,,,,,
671.607,7.715,,,,,,,,
671.946,7.422,,,,,,,,
672.286,7.104,,,,,,,,
672.625,7.446,,,,,,,,
672.965,7.324,,,,,,,,
673.304,6.982,,,,,,,,
673.643,7.397,,,,,,,,
673.983,6.714,,,,,,,,
674.322,6.616,,,,,,,,
674.661,6.812,,,,,,,,
675,7.251,,,,,,,,
675.339,6.86,,,,,,,,
675.678,7.056,,,,,,,,
676.017,6.201,,,,,,,,
676.356,6.104,,,,,,,,
676.695,6.055,,,,,,,,
677.034,5.957,,,,,,,,
677.373,5.859,,,,,,,,
677.712,6.274,,,,,,,,
678.051,5.957,,,,,,,,
678.389,5.786,,,,,,,,
678.728,5.566,,,,,,,,
679.067,5.469,,,,,,,,
679.405,5.396,,,,,,,,
679.744,5.273,,,,,,,,
680.082,5.298,,,,,,,,
680.421,5.298,,,,,,,,
680.759,5.127,,,,,,,,
681.097,5.103,,,,,,,,
681.436,4.98,,,,,,,,
681.774,4.761,,,,,,,,
682.112,4.785,,,,,,,,
682.45,4.614,,,,,,,,
682.788,4.81,,,,,,,,
683.126,4.81,,,,,,,,
683.464,4.272,,,,,,,,
683.802,4.419,,,,,,,,
684.14,5.2,,,,,,,,
684.478,4.102,,,,,,,,
684.816,5.029,,,,,,,,
685.154,4.224,,,,,,,,
685.492,3.931,,,,,,,,
685.829,3.833,,,,,,,,
686.167,3.906,,,,,,,,
686.505,3.687,,,,,,,,
686.842,3.687,,,,,,,,
687.18,4.468,,,,,,,,
687.517,3.735,,,,,,,,
687.855,3.638,,,,,,,,
688.192,3.442,,,,,,,,
688.529,3.442,,,,,,,,
688.867,3.54,,,,,,,,
689.204,3.32,,,,,,,,
689.541,3.247,,,,,,,,
689.878,3.369,,,,,,,,
690.215,3.369,,,,,,,,
690.552,3.247,,,,,,,,
690.889,3.174,,,,,,,,
691.226,3.076,,,,,,,,
691.563,2.979,,,,,,,,
691.9,3.125,,,,,,,,
692.237,3.101,,,,,,,,
692.574,3.076,,,,,,,,
692.911,3.076,,,,,,,,
693.247,3.125,,,,,,,,
693.584,3.149,,,,,,,,
693.921,3.223,,,,,,,,
694.257,3.125,,,,,,,,
694.594,3.223,,,,,,,,
694.93,3.052,,,,,,,,
695.267,2.954,,,,,,,,
695.603,2.905,,,,,,,,
695.939,2.881,,,,,,,,
696.276,2.979,,,,,,,,
696.612,3.003,,,,,,,,
696.948,3.003,,,,,,,,
697.284,2.93,,,,,,,,
697.62,2.832,,,,,,,,
697.956,2.832,,,,,,,,
698.293,2.881,,,,,,,,
698.628,3.052,,,,,,,,
698.964,3.345,,,,,,,,
699.3,3.491,,,,,,,,
699.636,3.32,,,,,,,,
699.972,3.052,,,,,,,,
700.308,3.027,,,,,,,,
700.643,2.979,,,,,,,,
700.979,2.93,,,,,,,,
701.315,2.93,,,,,,,,
701.65,2.954,,,,,,,,
701.986,2.905,,,,,,,,
702.321,2.905,,,,,,,,
702.657,3.101,,,,,,,,
702.992,3.076,,,,,,,,
703.327,3.003,,,,,,,,
703.663,2.954,,,,,,,,
703.998,2.93,,,,,,,,
704.333,2.783,,,,,,,,
704.668,2.832,,,,,,,,
705.003,2.832,,,,,,,,
705.338,2.783,,,,,,,,
705.673,2.686,,,,,,,,
706.008,2.637,,,,,,,,
706.343,2.71,,,,,,,,
706.678,2.686,,,,,,,,
707.013,2.661,,,,,,,,
707.348,2.612,,,,,,,,
707.683,2.612,,,,,,,,
708.017,2.759,,,,,,,,
708.352,2.71,,,,,,,,
708.687,2.759,,,,,,,,
709.021,2.783,,,,,,,,
709.356,2.808,,,,,,,,
709.69,2.759,,,,,,,,
710.024,2.783,,,,,,,,
710.359,3.003,,,,,,,,
710.693,3.003,,,,,,,,
711.027,2.832,,,,,,,,
711.362,2.71,,,,,,,,
711.696,2.637,,,,,,,,
712.03,2.759,,,,,,,,
712.364,2.686,,,,,,,,
712.698,2.612,,,,,,,,
713.032,2.686,,,,,,,,
713.366,2.71,,,,,,,,
713.7,2.661,,,,,,,,
714.034,2.637,,,,,,,,
714.368,2.686,,,,,,,,
714.701,2.783,,,,,,,,
715.035,2.734,,,,,,,,
715.369,2.661,,,,,,,,
715.702,2.661,,,,,,,,
716.036,2.71,,,,,,,,
716.37,2.686,,,,,,,,
716.703,2.759,,,,,,,,
717.037,2.808,,,,,,,,
717.37,3.125,,,,,,,,
717.703,2.93,,,,,,,,
718.037,2.808,,,,,,,,
718.37,2.783,,,,,,,,
718.703,2.856,,,,,,,,
719.036,2.71,,,,,,,,
719.369,2.686,,,,,,,,
719.702,2.588,,,,,,,,
720.035,2.563,,,,,,,,
720.368,2.563,,,,,,,,
720.701,2.539,,,,,,,,
721.034,2.539,,,,,,,,
721.367,2.588,,,,,,,,
721.7,2.856,,,,,,,,
722.033,2.856,,,,,,,,
722.365,2.759,,,,,,,,
722.698,2.734,,,,,,,,
723.031,2.759,,,,,,,,
723.363,2.71,,,,,,,,
723.696,2.881,,,,,,,,
724.028,3.027,,,,,,,,
724.361,3.027,,,,,,,,
724.693,3.052,,,,,,,,
725.025,3.442,,,,,,,,
725.358,3.101,,,,,,,,
725.69,2.979,,,,,,,,
726.022,3.052,,,,,,,,
726.354,2.881,,,,,,,,
726.686,2.759,,,,,,,,
727.018,2.734,,,,,,,,
727.35,2.637,,,,,,,,
727.682,2.71,,,,,,,,
728.014,2.881,,,,,,,,
728.346,2.954,,,,,,,,
728.678,2.832,,,,,,,,
729.01,2.759,,,,,,,,
729.341,2.71,,,,,,,,
729.673,2.71,,,,,,,,
730.005,2.734,,,,,,,,
730.336,2.734,,,,,,,,
730.668,2.734,,,,,,,,
730.999,2.734,,,,,,,,
731.331,2.686,,,,,,,,
731.662,2.881,,,,,,,,
731.993,2.783,,,,,,,,
732.325,2.686,,,,,,,,
732.656,2.686,,,,,,,,
732.987,2.588,,,,,,,,
733.318,2.588,,,,,,,,
733.649,2.734,,,,,,,,
733.98,8.96,,,,,,,,
734.311,3.125,,,,,,,,
734.642,2.881,,,,,,,,
734.973,2.808,,,,,,,,
735.304,2.808,,,,,,,,
735.635,2.759,,,,,,,,
735.966,2.71,,,,,,,,
736.297,2.661,,,,,,,,
736.627,2.612,,,,,,,,
736.958,2.539,,,,,,,,
737.288,2.49,,,,,,,,
737.619,2.734,,,,,,,,
737.949,2.637,,,,,,,,
738.28,2.588,,,,,,,,
738.61,2.637,,,,,,,,
738.941,2.686,,,,,,,,
739.271,2.588,,,,,,,,
739.601,2.515,,,,,,,,
739.931,2.466,,,,,,,,
740.262,2.515,,,,,,,,
740.592,2.515,,,,,,,,
740.922,2.539,,,,,,,,
741.252,2.686,,,,,,,,
741.582,2.783,,,,,,,,
741.912,2.759,,,,,,,,
742.242,2.686,,,,,,,,
742.571,2.881,,,,,,,,
742.901,3.613,,,,,,,,
743.231,3.491,,,,,,,,
743.561,3.247,,,,,,,,
743.89,3.125,,,,,,,,
744.22,3.125,,,,,,,,
744.549,2.954,,,,,,,,
744.879,3.003,,,,,,,,
745.208,3.271,,,,,,,,
745.538,3.564,,,,,,,,
745.867,3.857,,,,,,,,
746.196,4.15,,,,,,,,
746.526,3.516,,,,,,,,
746.855,3.101,,,,,,,,
747.184,3.027,,,,,,,,
747.513,2.832,,,,,,,,
747.842,2.71,,,,,,,,
748.171,2.881,,,,,,,,
748.5,2.661,,,,,,,,
748.829,2.466,,,,,,,,
749.158,2.417,,,,,,,,
749.487,2.441,,,,,,,,
749.816,2.441,,,,,,,,
750.145,2.466,,,,,,,,
750.473,2.417,,,,,,,,
750.802,2.344,,,,,,,,
751.13,2.393,,,,,,,,
751.459,2.417,,,,,,,,
751.787,2.466,,,,,,,,
752.116,2.466,,,,,,,,
752.444,2.49,,,,,,,,
752.773,2.441,,,,,,,,
753.101,2.441,,,,,,,,
753.429,2.49,,,,,,,,
753.757,2.515,,,,,,,,
754.086,2.417,,,,,,,,
754.414,2.344,,,,,,,,
754.742,2.295,,,,,,,,
755.07,2.295,,,,,,,,
755.398,2.295,,,,,,,,
755.726,2.344,,,,,,,,
756.054,2.368,,,,,,,,
756.381,2.466,,,,,,,,
756.709,2.441,,,,,,,,
757.037,2.368,,,,,,,,
757.365,2.368,,,,,,,,
757.692,2.441,,,,,,,,
758.02,2.441,,,,,,,,
758.347,2.49,,,,,,,,
758.675,2.539,,,,,,,,
759.002,2.49,,,,,,,,
759.33,2.515,,,,,,,,
759.657,2.515,,,,,,,,
759.984,2.441,,,,,,,,
760.312,2.441,,,,,,,,
760.639,2.393,,,,,,,,
760.966,2.368,,,,,,,,
761.293,2.344,,,,,,,,
761.62,2.319,,,,,,,,
761.947,2.246,,,,,,,,
762.274,2.246,,,,,,,,
762.601,2.246,,,,,,,,
762.928,2.197,,,,,,,,
763.255,2.173,,,,,,,,
763.582,2.222,,,,,,,,
763.908,2.295,,,,,,,,
764.235,2.246,,,,,,,,
764.562,2.246,,,,,,,,
764.888,2.295,,,,,,,,
765.215,2.319,,,,,,,,
765.541,2.319,,,,,,,,
765.868,2.271,,,,,,,,
766.194,2.246,,,,,,,,
766.52,2.246,,,,,,,,
766.847,2.246,,,,,,,,
767.173,2.271,,,,,,,,
767.499,2.271,,,,,,,,
767.825,2.783,,,,,,,,
768.151,2.661,,,,,,,,
768.477,2.441,,,,,,,,
768.803,2.393,,,,,,,,
769.129,2.344,,,,,,,,
769.455,2.344,,,,,,,,
769.781,2.295,,,,,,,,
770.107,2.271,,,,,,,,
770.433,2.271,,,,,,,,
770.758,2.222,,,,,,,,
771.084,2.197,,,,,,,,
771.41,2.222,,,,,,,,
771.735,2.246,,,,,,,,
772.061,2.295,,,,,,,,
772.386,2.344,,,,,,,,
772.712,2.319,,,,,,,,
773.037,2.319,,,,,,,,
773.362,2.344,,,,,,,,
773.688,2.319,,,,,,,,
774.013,2.271,,,,,,,,
774.338,2.319,,,,,,,,
774.663,2.319,,,,,,,,
774.988,2.588,,,,,,,,
775.313,8.643,,,,,,,,
775.638,29.004,,,,,,,,
775.963,54.15,,,,,,,,
776.288,68.872,,,,,,,,
776.613,63.135,,,,,,,,
776.938,44.214,,,,,,,,
777.263,29.59,,,,,,,,
777.587,21.753,,,,,,,,
777.912,16.724,,,,,,,,
778.236,12.012,,,,,,,,
778.561,8.228,,,,,,,,
778.885,5.811,,,,,,,,
779.21,3.662,,,,,,,,
779.534,3.149,,,,,,,,
779.859,2.783,,,,,,,,
780.183,2.515,,,,,,,,
780.507,2.368,,,,,,,,
780.831,2.271,,,,,,,,
781.156,2.173,,,,,,,,
781.48,2.124,,,,,,,,
781.804,2.124,,,,,,,,
782.128,2.148,,,,,,,,
782.452,2.1,,,,,,,,
782.776,2.051,,,,,,,,
783.099,2.002,,,,,,,,
783.423,1.978,,,,,,,,
783.747,1.978,,,,,,,,
784.071,2.002,,,,,,,,
784.394,2.002,,,,,,,,
784.718,2.002,,,,,,,,
785.042,2.002,,,,,,,,
785.365,2.026,,,,,,,,
785.689,2.026,,,,,,,,
786.012,2.1,,,,,,,,
786.335,2.124,,,,,,,,
786.659,2.222,,,,,,,,
786.982,2.197,,,,,,,,
787.305,2.075,,,,,,,,
787.628,2.002,,,,,,,,
787.951,1.978,,,,,,,,
788.275,1.953,,,,,,,,
788.598,1.978,,,,,,,,
788.921,1.978,,,,,,,,
789.243,1.953,,,,,,,,
789.566,1.929,,,,,,,,
789.889,1.953,,,,,,,,
790.212,1.978,,,,,,,,
790.535,1.978,,,,,,,,
790.857,1.978,,,,,,,,
791.18,2.002,,,,,,,,
791.503,2.002,,,,,,,,
791.825,1.978,,,,,,,,
792.148,1.978,,,,,,,,
792.47,1.978,,,,,,,,
792.792,1.978,,,,,,,,
793.115,1.978,,,,,,,,
793.437,1.978,,,,,,,,
793.759,2.051,,,,,,,,
794.082,2.1,,,,,,,,
794.404,2.1,,,,,,,,
794.726,2.1,,,,,,,,
795.048,2.124,,,,,,,,
795.37,2.124,,,,,,,,
795.692,2.075,,,,,,,,
796.014,2.051,,,,,,,,
796.335,2.075,,,,,,,,
796.657,2.051,,,,,,,,
796.979,1.978,,,,,,,,
797.301,2.002,,,,,,,,
797.622,2.051,,,,,,,,
797.944,2.002,,,,,,,,
798.265,2.002,,,,,,,,
798.587,2.026,,,,,,,,
798.908,2.002,,,,,,,,
799.23,1.953,,,,,,,,
799.551,1.953,,,,,,,,
799.872,1.978,,,,,,,,
800.194,1.978,,,,,,,,
800.515,1.978,,,,,,,,
800.836,1.953,,,,,,,,
801.157,1.953,,,,,,,,
801.478,1.929,,,,,,,,
801.799,1.929,,,,,,,,
802.12,1.978,,,,,,,,
802.441,2.026,,,,,,,,
802.762,2.002,,,,,,,,
803.083,2.002,,,,,,,,
803.403,1.929,,,,,,,,
803.724,1.904,,,,,,,,
804.045,1.88,,,,,,,,
804.365,1.88,,,,,,,,
804.686,1.929,,,,,,,,
805.006,1.953,,,,,,,,
805.327,1.978,,,,,,,,
805.647,2.002,,,,,,,,
805.968,1.978,,,,,,,,
806.288,1.929,,,,,,,,
806.608,1.904,,,,,,,,
806.928,1.904,,,,,,,,
807.249,1.904,,,,,,,,
807.569,1.88,,,,,,,,
807.889,1.904,,,,,,,,
808.209,1.88,,,,,,,,
808.529,1.88,,,,,,,,
808.849,1.855,,,,,,,,
809.168,1.855,,,,,,,,
809.488,1.88,,,,,,,,
809.808,1.88,,,,,,,,
810.128,1.88,,,,,,,,
810.447,1.88,,,,,,,,
810.767,1.855,,,,,,,,
811.087,1.88,,,,,,,,
811.406,1.88,,,,,,,,
811.725,1.904,,,,,,,,
812.045,1.929,,,,,,,,
812.364,1.978,,,,,,,,
812.684,1.953,,,,,,,,
813.003,1.953,,,,,,,,
813.322,1.953,,,,,,,,
813.641,1.904,,,,,,,,
813.96,1.929,,,,,,,,
814.279,1.904,,,,,,,,
814.598,1.88,,,,,,,,
814.917,1.904,,,,,,,,
815.236,1.904,,,,,,,,
815.555,1.904,,,,,,,,
815.874,2.002,,,,,,,,
816.193,2.075,,,,,,,,
816.511,2.026,,,,,,,,
816.83,2.002,,,,,,,,
817.149,2.026,,,,,,,,
817.467,2.051,,,,,,,,
817.786,2.124,,,,,,,,
818.104,2.197,,,,,,,,
818.422,2.173,,,,,,,,
818.741,2.148,,,,,,,,
819.059,2.124,,,,,,,,
819.377,2.1,,,,,,,,
819.696,2.051,,,,,,,,
820.014,2.075,,,,,,,,
820.332,2.173,,,,,,,,
820.65,2.344,,,,,,,,
820.968,2.563,,,,,,,,
821.286,2.734,,,,,,,,
821.604,2.588,,,,,,,,
821.921,3.174,,,,,,,,
822.239,3.125,,,,,,,,
822.557,2.588,,,,,,,,
822.875,2.563,,,,,,,,
823.192,2.441,,,,,,,,
823.51,2.319,,,,,,,,
823.827,2.173,,,,,,,,
824.145,2.1,,,,,,,,
824.462,2.051,,,,,,,,
824.78,2.002,,,,,,,,
825.097,1.978,,,,,,,,
825.414,1.953,,,,,,,,
825.732,1.929,,,,,,,,
826.049,1.88,,,,,,,,
826.366,1.929,,,,,,,,
826.683,2.002,,,,,,,,
827,1.953,,,,,,,,
827.317,1.929,,,,,,,,
827.634,1.953,,,,,,,,
827.951,2.148,,,,,,,,
828.268,2.197,,,,,,,,
828.585,2.075,,,,,,,,
828.901,2.002,,,,,,,,
829.218,1.978,,,,,,,,
829.535,1.978,,,,,,,,
829.851,1.929,,,,,,,,
830.168,1.904,,,,,,,,
830.484,1.904,,,,,,,,
830.801,1.88,,,,,,,,
831.117,1.929,,,,,,,,
831.433,1.904,,,,,,,,
831.75,1.88,,,,,,,,
832.066,1.88,,,,,,,,
832.382,1.831,,,,,,,,
832.698,1.855,,,,,,,,
833.014,1.88,,,,,,,,
833.33,1.855,,,,,,,,
833.646,1.855,,,,,,,,
833.962,1.855,,,,,,,,
834.278,1.88,,,,,,,,
834.594,1.855,,,,,,,,
834.909,1.88,,,,,,,,
835.225,1.904,,,,,,,,
835.541,1.855,,,,,,,,
835.856,1.855,,,,,,,,
836.172,1.904,,,,,,,,
836.488,1.904,,,,,,,,
836.803,1.904,,,,,,,,
837.118,1.904,,,,,,,,
837.434,1.88,,,,,,,,
837.749,1.855,,,,,,,,
838.064,1.831,,,,,,,,
838.38,1.831,,,,,,,,
838.695,1.831,,,,,,,,
839.01,1.88,,,,,,,,
839.325,1.929,,,,,,,,
839.64,1.904,,,,,,,,
839.955,1.88,,,,,,,,
840.27,1.855,,,,,,,,
840.585,1.88,,,,,,,,
840.899,1.88,,,,,,,,
841.214,1.929,,,,,,,,
841.529,1.953,,,,,,,,
841.843,1.978,,,,,,,,
842.158,1.978,,,,,,,,
842.473,2.075,,,,,,,,
842.787,6.885,,,,,,,,
843.101,21.167,,,,,,,,
843.416,34.448,,,,,,,,
843.73,41.675,,,,,,,,
844.044,35.547,,,,,,,,
844.359,24.219,,,,,,,,
844.673,17.285,,,,,,,,
844.987,13.135,,,,,,,,
845.301,10.083,,,,,,,,
845.615,7.861,,,,,,,,
845.929,5.762,,,,,,,,
846.243,4.175,,,,,,,,
846.557,3.247,,,,,,,,
846.871,2.71,,,,,,,,
847.184,2.368,,,,,,,,
847.498,2.222,,,,,,,,
847.812,2.124,,,,,,,,
848.125,2.075,,,,,,,,
848.439,2.026,,,,,,,,
848.752,1.978,,,,,,,,
849.066,1.929,,,,,,,,
849.379,1.88,,,,,,,,
849.693,1.88,,,,,,,,
850.006,1.855,,,,,,,,
850.319,1.88,,,,,,,,
850.632,1.904,,,,,,,,
850.946,1.88,,,,,,,,
851.259,1.855,,,,,,,,
851.572,1.88,,,,,,,,
851.885,1.88,,,,,,,,
852.198,1.904,,,,,,,,
852.511,1.904,,,,,,,,
852.823,1.904,,,,,,,,
853.136,1.904,,,,,,,,
853.449,1.904,,,,,,,,
853.762,1.904,,,,,,,,
854.074,1.88,,,,,,,,
854.387,1.831,,,,,,,,
854.699,1.831,,,,,,,,
855.012,1.831,,,,,,,,
855.324,1.831,,,,,,,,
855.637,1.831,,,,,,,,
855.949,1.831,,,,,,,,
856.261,1.831,,,,,,,,
856.573,1.855,,,,,,,,
856.886,1.855,,,,,,,,
857.198,1.831,,,,,,,,
857.51,1.807,,,,,,,,
857.822,1.807,,,,,,,,
858.134,1.807,,,,,,,,
858.446,1.807,,,,,,,,
858.757,1.855,,,,,,,,
859.069,1.904,,,,,,,,
859.381,1.904,,,,,,,,
859.693,1.831,,,,,,,,
860.004,1.807,,,,,,,,
860.316,1.807,,,,,,,,
860.627,1.807,,,,,,,,
860.939,1.782,,,,,,,,
861.25,1.758,,,,,,,,
861.562,1.758,,,,,,,,
861.873,1.782,,,,,,,,
862.184,1.831,,,,,,,,
862.496,1.831,,,,,,,,
862.807,1.807,,,,,,,,
863.118,1.807,,,,,,,,
863.429,1.807,,,,,,,,
863.74,1.831,,,,,,,,
864.051,1.831,,,,,,,,
864.362,1.807,,,,,,,,
864.673,1.807,,,,,,,,
864.984,1.831,,,,,,,,
865.294,1.855,,,,,,,,
865.605,1.88,,,,,,,,
865.916,1.855,,,,,,,,
866.226,1.88,,,,,,,,
866.537,1.904,,,,,,,,
866.847,1.978,,,,,,,,
867.158,2.051,,,,,,,,
867.468,2.051,,,,,,,,
867.779,2.026,,,,,,,,
868.089,2.051,,,,,,,,
868.399,2.026,,,,,,,,
868.709,2.051,,,,,,,,
869.019,2.026,,,,,,,,
869.329,1.978,,,,,,,,
869.639,2.148,,,,,,,,
869.949,2.197,,,,,,,,
870.259,2.075,,,,,,,,
870.569,2.002,,,,,,,,
870.879,1.953,,,,,,,,
871.189,1.953,,,,,,,,
871.499,1.88,,,,,,,,
871.808,1.855,,,,,,,,
872.118,1.831,,,,,,,,
872.427,1.831,,,,,,,,
872.737,1.88,,,,,,,,
873.046,1.904,,,,,,,,
873.356,1.831,,,,,,,,
873.665,1.807,,,,,,,,
873.974,1.782,,,,,,,,
874.284,1.807,,,,,,,,
874.593,1.855,,,,,,,,
874.902,1.904,,,,,,,,
875.211,1.904,,,,,,,,
875.52,1.904,,,,,,,,
875.829,1.831,,,,,,,,
876.138,1.807,,,,,,,,
876.447,1.782,,,,,,,,
876.756,1.782,,,,,,,,
877.064,1.758,,,,,,,,
877.373,1.758,,,,,,,,
877.682,1.758,,,,,,,,
877.99,1.782,,,,,,,,
878.299,1.782,,,,,,,,
878.607,1.807,,,,,,,,
878.916,2.002,,,,,,,,
879.224,2.124,,,,,,,,
879.533,2.051,,,,,,,,
879.841,1.953,,,,,,,,
880.149,1.88,,,,,,,,
880.457,1.855,,,,,,,,
880.765,1.831,,,,,,,,
881.073,1.831,,,,,,,,
881.382,1.831,,,,,,,,
881.689,1.831,,,,,,,,
881.997,1.807,,,,,,,,
882.305,1.782,,,,,,,,
882.613,1.807,,,,,,,,
882.921,1.807,,,,,,,,
883.229,1.855,,,,,,,,
883.536,1.855,,,,,,,,
883.844,1.855,,,,,,,,
884.151,1.831,,,,,,,,
884.459,1.978,,,,,,,,
884.766,2.075,,,,,,,,
885.074,1.978,,,,,,,,
885.381,1.904,,,,,,,,
885.688,1.855,,,,,,,,
885.996,1.855,,,,,,,,
886.303,1.831,,,,,,,,
886.61,1.807,,,,,,,,
886.917,1.807,,,,,,,,
887.224,1.807,,,,,,,,
887.531,1.831,,,,,,,,
887.838,1.807,,,,,,,,
888.145,1.831,,,,,,,,
888.452,1.855,,,,,,,,
888.758,1.855,,,,,,,,
889.065,1.831,,,,,,,,
889.372,1.831,,,,,,,,
889.678,1.831,,,,,,,,
889.985,1.831,,,,,,,,
890.291,1.855,,,,,,,,
890.598,1.904,,,,,,,,
890.904,1.88,,,,,,,,
891.21,1.831,,,,,,,,
891.517,1.807,,,,,,,,
891.823,1.807,,,,,,,,
892.129,1.807,,,,,,,,
892.435,1.782,,,,,,,,
892.741,1.758,,,,,,,,
893.047,1.733,,,,,,,,
893.353,1.758,,,,,,,,
893.659,1.709,,,,,,,,
893.965,1.709,,,,,,,,
894.271,1.709,,,,,,,,
894.576,1.709,,,,,,,,
894.882,1.709,,,,,,,,
895.188,1.733,,,,,,,,
895.493,1.733,,,,,,,,
895.799,1.758,,,,,,,,
896.104,1.758,,,,,,,,
896.41,1.758,,,,,,,,
896.715,1.758,,,,,,,,
897.02,2.051,,,,,,,,
897.326,2.173,,,,,,,,
897.631,1.978,,,,,,,,
897.936,1.88,,,,,,,,
898.241,1.831,,,,,,,,
898.546,1.807,,,,,,,,
898.851,1.782,,,,,,,,
899.156,1.758,,,,,,,,
899.461,1.733,,,,,,,,
899.766,1.709,,,,,,,,
900.071,1.709,,,,,,,,
900.375,1.685,,,,,,,,
900.68,1.66,,,,,,,,
900.985,1.66,,,,,,,,
901.289,1.685,,,,,,,,
901.594,1.709,,,,,,,,
901.898,1.758,,,,,,,,
902.203,1.758,,,,,,,,
902.507,1.758,,,,,,,,
902.811,1.733,,,,,,,,
903.115,1.733,,,,,,,,
903.42,1.709,,,,,,,,
903.724,1.733,,,,,,,,
904.028,1.733,,,,,,,,
904.332,1.709,,,,,,,,
904.636,1.733,,,,,,,,
904.94,1.758,,,,,,,,
905.244,1.758,,,,,,,,
905.547,1.758,,,,,,,,
905.851,1.758,,,,,,,,
906.155,1.758,,,,,,,,
906.459,1.758,,,,,,,,
906.762,1.733,,,,,,,,
907.066,1.709,,,,,,,,
907.369,1.733,,,,,,,,
907.673,1.758,,,,,,,,
907.976,1.733,,,,,,,,
908.279,1.733,,,,,,,,
908.583,1.733,,,,,,,,
908.886,1.733,,,,,,,,
909.189,1.758,,,,,,,,
909.492,1.758,,,,,,,,
909.795,1.782,,,,,,,,
910.098,1.807,,,,,,,,
910.401,1.782,,,,,,,,
910.704,1.758,,,,,,,,
911.007,1.782,,,,,,,,
911.31,1.782,,,,,,,,
911.612,1.758,,,,,,,,
911.915,1.758,,,,,,,,
912.218,1.782,,,,,,,,
912.52,1.782,,,,,,,,
912.823,1.758,,,,,,,,
913.125,1.758,,,,,,,,
913.428,1.782,,,,,,,,
913.73,1.758,,,,,,,,
914.032,1.758,,,,,,,,
914.334,1.855,,,,,,,,
914.637,1.929,,,,,,,,
914.939,1.904,,,,,,,,
915.241,1.904,,,,,,,,
915.543,1.855,,,,,,,,
915.845,1.831,,,,,,,,
916.147,1.782,,,,,,,,
916.449,1.782,,,,,,,,
916.75,1.782,,,,,,,,
917.052,1.758,,,,,,,,
917.354,1.758,,,,,,,,
917.656,1.758,,,,,,,,
917.957,1.733,,,,,,,,
918.259,1.733,,,,,,,,
918.56,1.758,,,,,,,,
918.862,1.782,,,,,,,,
919.163,1.758,,,,,,,,
919.464,1.758,,,,,,,,
919.766,1.733,,,,,,,,
920.067,1.709,,,,,,,,
920.368,1.709,,,,,,,,
920.669,1.709,,,,,,,,
920.97,1.709,,,,,,,,
921.271,1.685,,,,,,,,
921.572,1.685,,,,,,,,
921.873,1.709,,,,,,,,
922.174,1.709,,,,,,,,
922.474,1.709,,,,,,,,
922.775,1.733,,,,,,,,
